이름,날짜,상대,결과,점수,타순,P,선발,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,투구,avLI,RE24,WPA
강승호,05-23,롯데,W,4:0,7,2B,1,4,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.214,0.327,0.357,0.684,12,0.45,0.52,-0.045
강승호,05-27,한화,L,0:3,6,2B,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.224,0.321,0.367,0.689,12,0.78,-0.37,-0.042
강승호,05-29,@삼성,L,4:16,8,2B,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0.317,0.357,0.675,10,0.71,-0.88,-0.048
강승호,06-01,@NC,W,4:3,8,2B,1,3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0.242,0.319,0.355,0.674,16,1.68,-0.14,0.020
강승호,06-04,SSG,W,3:2,6,2B,1,3,1,1,0,1,0,3,1,0,0,0,0,0,1,0,0,0,0.246,0.316,0.391,0.707,13,0.98,0.24,0.076
강승호,06-06,SSG,L,1:4,6,2B,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.260,0.325,0.397,0.722,14,1.31,-0.60,-0.061
강승호,06-09,@롯데,W,14:8,7,2B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247,0.310,0.377,0.686,3,0.01,-0.73,-0.001
강승호,06-11,@LG,L,1:3,7,2B,1,4,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0.247,0.304,0.365,0.669,18,1.67,-0.89,-0.118
강승호,06-13,@LG,L,0:2,7,2B,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.239,0.300,0.348,0.648,12,1.27,-0.80,-0.091
강승호,06-16,삼성,L,3:5,8,2B,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.229,0.302,0.333,0.635,9,1.04,-0.60,-0.056
강승호,06-18,@KT,W,11:3,8,2B,1,5,2,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0.238,0.304,0.343,0.647,18,1.11,0.49,0.057
강승호,06-19,@KT,L,3:4,6,2B,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228,0.290,0.333,0.624,9,1.77,-1.35,-0.174
강승호,06-22,키움,W,10:3,8,2B,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.240,0.298,0.347,0.645,20,0.43,-0.46,-0.004
강승호,06-24,키움,L,1:2,7,2B,1,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.233,0.293,0.333,0.626,13,2.00,-0.89,-0.176
강승호,06-26,롯데,L,3:4,8,2B,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.221,0.279,0.316,0.595,12,1.23,-0.90,-0.110
강승호,07-01,@한화,W,10:3,8,2B,1,4,3,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0.224,0.284,0.315,0.599,19,0.30,0.30,0.052
강승호,07-06,NC,L,3:7,8,2B,1,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.228,0.286,0.315,0.601,13,0.93,-0.40,-0.071
강승호,08-11,@삼성,W,8:6,9,2B,1,4,2,2,1,0,1,6,2,0,0,0,0,0,1,0,0,0,0.234,0.293,0.344,0.638,16,0.94,2.20,0.322
강승호,08-13,@키움,W,16:9,7,2B,1,3,2,2,1,0,1,6,5,0,0,1,0,0,0,1,0,1,0.244,0.303,0.394,0.697,17,0.88,2.46,0.103
강승호,08-15,@키움,L,1:8,8,2B,1,3,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0.240,0.297,0.389,0.686,13,0.82,-0.29,-0.061
강승호,08-19,KIA,D,5:5,8,2B,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.233,0.293,0.378,0.670,8,1.51,-1.98,-0.201
강승호,08-21,한화,L,1:3,6,2B,1,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.232,0.297,0.379,0.676,17,1.68,-0.48,-0.082
강승호,08-24,한화,W,11:8,6,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0.298,0.374,0.672,3,0.02,-0.26,-0.001
강승호,08-26,@NC,W,5:3,8,2B,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0.294,0.368,0.662,16,1.27,-0.98,-0.101
강승호,08-28,@롯데,D,10:10,5,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0.292,0.366,0.658,0,0.00,0.00,0.000
강승호,09-01,KIA,L,2:3,8,2B,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0.289,0.362,0.651,7,1.05,-0.52,-0.053
강승호,09-03,@SSG,D,:,9,2B,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0.221,0.287,0.358,0.645,7,1.44,-0.60,-0.078
강승호,09-05,@삼성,W,6:5,1,2B,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.214,0.279,0.347,0.626,14,0.72,-0.62,-0.053
장승현,04-09,@한화,L,0:7,6,C,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,14,0.21,-0.95,-0.010
장승현,04-11,@한화,L,2:3,7,C,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.167,0.000,0.167,12,0.51,-0.30,-0.021
장승현,04-16,@LG,L,0:1,6,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.300,0.125,0.425,0,0.00,0.00,0.000
장승현,04-18,@LG,W,9:1,9,C,1,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.118,0.211,0.118,0.328,14,0.50,-1.05,-0.070
장승현,04-21,@롯데,L,9:10,7,C,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.158,0.238,0.158,0.396,4,0.12,0.13,0.005
장승현,04-23,NC,W,5:1,9,C,1,4,0,3,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0.259,0.310,0.296,0.607,11,0.48,1.29,0.027
장승현,04-25,NC,L,0:10,9,C,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,0.286,0.273,0.558,10,0.54,-0.72,-0.028
장승현,04-28,@키움,L,4:5,9,C,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.250,0.302,0.275,0.577,21,2.81,-2.07,-0.339
장승현,04-30,SSG,W,9:4,9,C,1,3,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0.277,0.320,0.298,0.618,11,0.81,0.38,-0.003
장승현,05-02,SSG,W,8:5,7,C,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.283,0.321,0.302,0.623,3,0.06,0.13,0.002
장승현,05-06,LG,L,2:7,9,C,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.276,0.323,0.293,0.616,5,0.49,0.22,0.027
장승현,05-09,@KIA,W,5:3,9,C,1,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.308,0.366,0.369,0.735,5,1.46,-0.17,-0.082
장승현,05-12,키움,L,0:3,8,C,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.290,0.355,0.348,0.703,8,1.19,-0.58,-0.061
장승현,05-14,@SSG,D,:,9,C,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.292,0.363,0.347,0.710,9,0.98,-0.46,-0.049
장승현,05-18,@KT,L,0:1,9,C,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.291,0.356,0.342,0.698,12,1.31,-0.91,-0.104
장승현,05-22,롯데,W,4:3,9,C,1,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.282,0.344,0.329,0.673,16,1.80,0.51,0.306
장승현,05-27,한화,L,0:3,7,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.270,0.330,0.315,0.645,4,3.25,-0.83,-0.166
장승현,05-30,@삼성,W,4:2,9,C,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.255,0.340,0.298,0.637,16,0.54,-0.38,0.001
장승현,06-02,@NC,L,5:9,9,C,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.253,0.333,0.303,0.636,5,0.46,-0.12,-0.012
장승현,06-05,SSG,W,8:5,9,C,1,2,1,1,0,0,1,4,2,0,0,1,1,0,0,0,0,0,0.250,0.339,0.327,0.666,24,0.34,2.02,0.046
장승현,06-08,@롯데,L,9:18,9,C,1,1,1,1,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0.250,0.341,0.333,0.675,4,1.37,1.88,0.177
장승현,06-12,@LG,W,8:3,9,C,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.243,0.333,0.324,0.658,8,1.16,-0.50,-0.056
장승현,06-17,삼성,W,6:2,9,C,1,3,0,1,1,0,0,2,1,0,0,1,0,0,2,0,0,0,0.252,0.348,0.339,0.688,19,0.43,0.68,0.011
장승현,06-19,@KT,L,3:4,9,C,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.244,0.338,0.328,0.666,9,0.71,-0.38,-0.036
장승현,06-24,키움,L,1:2,2,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,0.336,0.325,0.661,3,2.26,-0.26,-0.058
장승현,06-26,롯데,L,3:4,5,PR,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.234,0.326,0.315,0.641,9,3.08,-1.38,-0.193
장승현,07-04,@KIA,L,3:7,6,C,0,2,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.238,0.329,0.325,0.654,9,0.48,0.38,0.004
장승현,08-11,@삼성,W,8:6,7,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0.322,0.318,0.640,1,0.07,-0.12,-0.002
장승현,08-13,@키움,W,16:9,9,C,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.235,0.322,0.318,0.640,2,1.06,0.67,0.043
장승현,08-18,KIA,L,3:7,9,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0.320,0.316,0.636,4,1.29,-0.84,-0.060
장승현,08-20,한화,W,9:1,8,C,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0.316,0.312,0.628,9,0.72,-1.47,-0.080
장승현,08-22,한화,L,3:11,6,C,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.234,0.316,0.312,0.629,6,0.02,0.28,0.001
장승현,08-26,@NC,W,5:3,9,C,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226,0.315,0.301,0.617,12,0.78,-0.56,-0.059
장승현,08-29,@롯데,L,2:4,9,C,1,3,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.234,0.318,0.318,0.636,9,0.95,0.74,0.076
장승현,09-02,@SSG,D,:,8,C,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.231,0.322,0.314,0.636,10,0.22,-0.07,0.019
장승현,09-05,@삼성,W,6:5,9,C,1,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.230,0.322,0.317,0.639,10,0.92,-0.17,-0.029
장승현,04-10,@한화,W,18:1,6,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,2,0.00,-0.26,0.000
장승현,04-15,KT,L,3:8,8,C,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.125,0.300,0.125,0.425,11,0.72,0.42,0.001
장승현,04-17,@LG,W,3:1,7,C,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.083,0.214,0.083,0.298,17,0.84,-1.33,-0.082
장승현,04-20,@롯데,L,5:10,9,C,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0.200,0.111,0.311,8,0.99,-0.26,-0.025
장승현,04-22,@롯데,W,13:1,9,C,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.174,0.240,0.174,0.414,19,0.16,0.05,-0.015
장승현,04-24,NC,W,9:6,9,C,1,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.258,0.303,0.290,0.593,6,1.30,-0.19,-0.008
장승현,04-27,@키움,L,4:5,9,C,1,3,0,2,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0.278,0.333,0.306,0.639,13,2.22,1.00,0.067
장승현,04-29,@키움,W,15:4,9,C,1,4,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.273,0.319,0.295,0.615,16,0.30,1.29,0.051
장승현,05-01,SSG,L,2:5,9,C,1,5,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0.269,0.309,0.288,0.598,28,1.15,0.61,0.070
장승현,05-05,LG,L,4:7,9,C,1,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.268,0.317,0.286,0.602,18,1.41,-0.64,-0.114
장승현,05-08,@KIA,W,11:5,9,C,1,3,3,2,0,0,1,5,4,0,0,2,0,0,0,0,0,0,0.295,0.358,0.361,0.719,18,1.88,4.34,0.531
장승현,05-11,키움,W,3:2,8,C,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.299,0.365,0.358,0.723,17,1.14,-0.48,-0.023
장승현,05-13,키움,L,13:14,9,C,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.300,0.372,0.357,0.729,12,1.44,1.21,0.097
장승현,05-17,@SSG,D,:,9,C,1,4,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0.303,0.369,0.355,0.724,11,0.84,-0.59,-0.044
장승현,05-19,@KT,L,5:6,8,C,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.284,0.348,0.333,0.682,7,0.72,-0.52,-0.037
장승현,05-23,롯데,W,4:0,9,C,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0.273,0.333,0.318,0.652,17,0.62,-1.60,-0.055
장승현,05-28,@삼성,W,9:4,8,C,1,2,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0.264,0.343,0.308,0.651,27,0.29,0.11,0.016
장승현,06-01,@NC,W,4:3,9,C,1,4,0,1,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0.255,0.336,0.306,0.642,11,1.90,0.10,0.191
장승현,06-04,SSG,W,3:2,9,C,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245,0.325,0.294,0.619,7,0.38,-0.70,-0.029
장승현,06-06,SSG,L,1:4,9,C,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.243,0.331,0.318,0.648,13,1.73,-1.24,-0.181
장승현,06-09,@롯데,W,14:8,9,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0.339,0.330,0.669,7,0.10,-0.18,-0.002
장승현,06-15,삼성,L,6:8,9,C,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.250,0.344,0.330,0.674,9,0.55,0.80,0.049
장승현,06-18,@KT,W,11:3,9,C,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.248,0.343,0.333,0.677,7,1.21,-0.39,-0.044
장승현,06-22,키움,W,10:3,6,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0.338,0.328,0.666,0,0.00,0.00,0.000
장승현,06-25,롯데,L,1:9,5,PH,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.238,0.331,0.320,0.651,10,0.13,-0.44,-0.006
장승현,07-01,@한화,W,10:3,5,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0.326,0.315,0.641,0,0.00,0.00,0.000
장승현,07-06,NC,L,3:7,9,C,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0.324,0.320,0.644,5,1.36,-0.89,-0.078
장승현,08-12,@삼성,L,2:9,9,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.231,0.320,0.315,0.635,4,0.01,-0.12,0.000
장승현,08-15,@키움,L,1:8,9,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0.322,0.318,0.640,0,0.00,0.00,0.000
장승현,08-19,KIA,D,5:5,9,C,1,2,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.237,0.322,0.319,0.641,6,1.01,0.67,0.081
장승현,08-21,한화,L,1:3,8,C,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.229,0.312,0.307,0.619,5,1.28,-0.83,-0.094
장승현,08-24,한화,W,11:8,9,C,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.231,0.321,0.308,0.629,8,0.57,0.72,-0.025
장승현,08-28,@롯데,D,10:10,9,C,1,5,0,1,1,0,0,2,2,0,0,0,0,0,3,0,0,0,0.225,0.312,0.305,0.616,19,0.24,1.12,0.073
장승현,09-01,KIA,L,2:3,9,C,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.232,0.320,0.316,0.636,8,1.23,-0.05,0.013
장승현,09-04,@삼성,L,4:11,9,C,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.228,0.322,0.310,0.632,15,1.06,-0.94,-0.065
김인태,04-08,삼성,L,1:6,8,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,2,0.08,-0.18,-0.002
김인태,04-10,@한화,W,18:1,3,PH,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.750,0.750,0.750,1.500,7,0.00,1.19,0.000
김인태,04-13,KT,L,7:8,7,PH,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.571,0.571,0.571,1.143,4,0.21,0.28,0.012
김인태,04-16,@LG,L,0:1,9,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.400,0.500,0.400,0.900,4,2.83,-0.51,-0.064
김인태,04-18,@LG,W,9:1,3,PH,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.455,0.538,0.455,0.993,1,0.01,0.95,0.001
김인태,04-21,@롯데,L,9:10,2,PH,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.429,0.500,0.429,0.929,8,1.65,-0.43,-0.089
김인태,04-23,NC,W,5:1,6,RF,1,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.400,0.500,0.400,0.900,17,0.64,-0.74,-0.055
김인태,04-25,NC,L,0:10,3,RF,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.400,0.500,0.400,0.900,8,0.05,0.28,0.000
김인태,04-28,@키움,L,4:5,8,RF,1,3,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.344,0.432,0.344,0.776,15,1.30,0.12,0.010
김인태,04-30,SSG,W,9:4,6,RF,1,5,2,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0.357,0.438,0.381,0.818,12,0.57,1.18,0.120
김인태,05-02,SSG,W,8:5,6,RF,1,4,1,1,0,0,1,4,3,0,0,0,0,0,1,1,0,0,0.333,0.418,0.417,0.835,15,1.02,1.46,0.248
김인태,05-06,LG,L,2:7,6,RF,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0.327,0.444,0.404,0.848,19,0.52,-0.57,-0.043
김인태,05-09,@KIA,W,5:3,6,RF,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.317,0.423,0.383,0.806,12,0.87,-0.24,-0.006
김인태,05-11,키움,W,3:2,2,RF,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.318,0.425,0.394,0.819,13,1.16,0.10,0.024
김인태,05-13,키움,L,13:14,2,LF,1,4,2,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0.301,0.422,0.370,0.792,25,1.21,-0.45,-0.135
김인태,05-17,@SSG,D,:,6,RF,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.291,0.412,0.354,0.767,8,0.83,-1.62,-0.098
김인태,05-19,@KT,L,5:6,6,RF,1,2,0,1,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0.298,0.429,0.369,0.798,24,1.42,2.45,0.300
김인태,05-22,롯데,W,4:3,2,RF,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.278,0.416,0.344,0.760,19,1.42,0.00,-0.009
김인태,05-26,한화,W,9:3,2,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0.413,0.333,0.747,18,0.96,-1.44,-0.083
김인태,05-28,@삼성,W,9:4,2,RF,1,5,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.275,0.409,0.333,0.743,16,0.24,-0.10,0.013
김인태,05-30,@삼성,W,4:2,2,RF,1,4,1,2,0,0,1,5,1,0,0,0,0,0,0,1,0,0,0.291,0.419,0.382,0.801,11,0.67,0.65,0.082
김인태,06-02,@NC,L,5:9,2,RF,1,3,2,2,0,1,1,7,2,0,0,1,0,0,1,0,0,0,0.297,0.421,0.449,0.870,17,1.09,2.48,0.363
김인태,06-05,SSG,W,8:5,2,RF,1,4,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.286,0.409,0.437,0.846,26,0.64,-1.08,-0.027
김인태,06-08,@롯데,L,9:18,2,RF,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.273,0.391,0.417,0.808,14,1.16,-0.74,-0.064
김인태,06-10,@롯데,L,4:5,8,PH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.267,0.384,0.407,0.792,2,4.46,-0.11,-0.037
김인태,06-12,@LG,W,8:3,6,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.266,0.378,0.406,0.784,12,0.63,-0.71,-0.056
김인태,06-15,삼성,L,6:8,6,RF,1,5,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0.265,0.372,0.397,0.770,21,1.53,-1.89,-0.187
김인태,06-17,삼성,W,6:2,6,LF,1,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.265,0.373,0.394,0.767,13,0.54,0.08,0.018
김인태,06-19,@KT,W,9:3,7,RF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.263,0.375,0.388,0.763,11,0.54,-0.71,-0.049
김인태,06-20,@KT,L,1:4,3,RF,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0.376,0.380,0.756,3,0.40,-0.18,-0.010
김인태,06-23,키움,L,3:4,2,RF,1,4,0,3,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0.272,0.393,0.391,0.784,22,1.43,1.25,0.282
김인태,06-25,롯데,L,1:9,1,RF,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.267,0.391,0.386,0.777,19,0.75,0.06,-0.002
김인태,06-30,@한화,W,8:6,2,LF,1,3,2,3,1,0,0,4,2,0,0,2,0,0,0,0,0,0,0.276,0.406,0.398,0.804,24,1.75,2.78,0.505
김인태,07-02,@KIA,L,3:8,2,LF,1,5,1,2,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0.284,0.410,0.426,0.837,21,0.98,0.18,0.061
김인태,07-06,NC,L,3:7,2,RF,1,4,1,1,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0.279,0.407,0.416,0.824,20,0.80,-0.32,-0.064
김인태,08-11,@삼성,W,8:6,6,RF,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0.271,0.400,0.404,0.804,13,0.99,-0.58,-0.034
김인태,08-13,@키움,W,16:9,8,RF,1,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.269,0.398,0.399,0.797,8,0.86,1.31,0.085
김인태,08-15,@키움,L,1:8,2,RF,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.266,0.395,0.393,0.788,14,1.01,-0.23,-0.041
김인태,08-19,KIA,D,5:5,6,RF,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.261,0.390,0.385,0.775,5,0.52,-0.30,-0.026
김인태,08-21,한화,L,1:3,7,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.256,0.382,0.377,0.759,17,1.44,-1.07,-0.139
김인태,08-24,한화,W,11:8,7,RF,1,5,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.263,0.385,0.382,0.766,13,0.38,1.27,0.104
김인태,08-26,@NC,W,5:3,1,RF,1,3,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.269,0.392,0.389,0.780,19,0.75,-0.11,-0.001
김인태,08-28,@롯데,D,10:10,1,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.261,0.384,0.378,0.762,18,0.37,-0.88,-0.039
김인태,09-01,KIA,W,5:0,1,RF,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.261,0.381,0.386,0.766,18,1.08,-1.51,-0.086
김인태,09-03,@SSG,D,:,2,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0.374,0.381,0.756,10,0.96,-0.82,-0.102
김인태,09-05,@삼성,W,6:5,4,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.256,0.371,0.378,0.749,5,1.37,-0.54,-0.038
김인태,04-09,@한화,L,0:7,4,LF,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.500,0.500,0.500,1.000,1,0.03,0.40,0.001
김인태,04-11,@한화,L,2:3,6,RF,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.500,0.500,0.500,1.000,6,0.66,-0.51,-0.035
김인태,04-15,KT,L,3:8,6,RF,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.444,0.545,0.444,0.990,14,0.64,-0.31,-0.033
김인태,04-17,@LG,W,3:1,6,RF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400,0.500,0.400,0.900,0,0.00,0.00,0.000
김인태,04-20,@롯데,L,5:10,4,LF,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.500,0.571,0.500,1.071,1,0.05,1.00,0.002
김인태,04-22,@롯데,W,13:1,6,RF,1,4,1,2,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0.444,0.524,0.444,0.968,12,0.28,1.63,0.013
김인태,04-24,NC,W,9:6,6,RF,1,3,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.391,0.500,0.391,0.891,15,1.00,0.53,0.032
김인태,04-27,@키움,L,4:5,7,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345,0.441,0.345,0.786,21,1.46,-1.34,-0.144
김인태,04-29,@키움,W,15:4,6,RF,1,5,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.324,0.419,0.324,0.743,22,0.33,-0.28,0.076
