이름,날짜,상대,결과,점수,타순,P,선발,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,투구,avLI,RE24,WPA
김지찬,04-24,@KIA,W,8:4,9,SS,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324,0.395,0.412,0.807,18,0.38,-1.24,-0.036
김지찬,04-27,NC,W,9:0,9,SS,1,4,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0.302,0.362,0.372,0.734,10,0.47,0.85,0.142
김지찬,04-29,NC,L,0:9,9,SS,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.292,0.346,0.354,0.700,7,0.70,-0.58,-0.036
김지찬,05-01,LG,W,8:2,1,2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0.346,0.354,0.700,0,0.00,0.00,0.000
김지찬,05-05,@한화,W,4:1,9,PR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0.340,0.347,0.687,3,0.18,-0.32,-0.004
김지찬,05-08,롯데,L,8:9,6,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0.340,0.347,0.687,0,0.00,0.00,0.000
김지찬,05-11,@KT,L,6:9,5,2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269,0.333,0.327,0.660,0,0.00,0.00,0.000
김지찬,05-13,@KT,W,4:0,8,SS,1,3,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.281,0.338,0.333,0.672,13,1.17,0.35,0.074
김지찬,05-15,@LG,L,4:14,8,SS,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.266,0.319,0.313,0.632,15,0.25,-0.41,-0.025
김지찬,05-18,키움,L,3:15,8,SS,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.250,0.303,0.294,0.597,21,0.60,-1.14,-0.056
김지찬,05-21,KIA,W,5:3,8,SS,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.254,0.304,0.296,0.600,11,0.84,-0.47,-0.051
김지찬,05-23,KIA,W,7:5,9,SS,1,4,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.263,0.306,0.303,0.609,12,1.06,-0.00,0.072
김지찬,05-27,@NC,L,3:6,7,SS,1,4,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.250,0.298,0.298,0.595,13,0.78,-0.13,0.001
김지찬,05-29,두산,W,16:4,8,SS,1,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.272,0.314,0.315,0.629,13,0.15,-0.70,0.021
김지찬,06-01,@SSG,D,:,1,SS,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0.303,0.296,0.599,20,1.74,-1.47,-0.234
김지찬,06-04,@키움,W,6:3,8,SS,1,4,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.259,0.303,0.324,0.627,8,0.59,-0.11,-0.012
김지찬,06-08,KIA,W,7:0,8,SS,1,4,1,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0.263,0.310,0.333,0.643,15,0.49,1.27,-0.021
김지찬,06-10,KIA,W,4:2,8,SS,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250,0.301,0.317,0.617,14,0.52,-1.37,-0.053
김지찬,06-15,@두산,W,8:6,8,SS,1,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.246,0.300,0.310,0.610,13,0.40,0.12,0.028
김지찬,06-17,@두산,L,2:6,8,SS,1,3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.265,0.315,0.326,0.641,11,0.90,0.21,0.005
김지찬,06-19,@롯데,W,9:1,8,SS,1,4,2,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0.271,0.323,0.329,0.651,25,0.63,1.11,0.096
김지찬,06-22,한화,W,9:0,8,SS,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0.313,0.318,0.630,12,0.19,-1.39,-0.017
김지찬,06-24,한화,W,3:2,8,SS,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.265,0.312,0.316,0.628,13,0.80,-1.01,-0.051
김지찬,06-27,LG,L,5:9,8,2B,1,4,2,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0.267,0.313,0.317,0.629,11,0.73,0.70,0.031
김지찬,06-30,@SSG,D,:,8,SS,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.268,0.313,0.317,0.630,22,1.43,0.14,0.045
김지찬,07-02,@NC,W,5:2,6,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0.308,0.311,0.619,0,0.00,0.00,0.000
김지찬,07-10,롯데,W,3:2,6,2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0.314,0.314,0.627,0,0.00,0.00,0.000
김지찬,08-12,두산,W,9:2,7,SS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0.314,0.314,0.628,0,0.00,0.00,0.000
김지찬,08-14,@KT,L,4:8,7,SS,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.263,0.309,0.309,0.617,13,0.57,-0.62,-0.048
김지찬,08-18,@한화,W,6:2,9,2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0.304,0.303,0.607,0,0.00,0.00,0.000
김지찬,08-20,SSG,W,3:2,8,SS,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0.303,0.302,0.605,14,0.97,-0.77,-0.076
김지찬,08-24,SSG,W,9:8,6,PR,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.258,0.302,0.301,0.603,6,4.40,0.74,0.286
김지찬,08-26,@LG,L,3:4,7,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0.300,0.299,0.600,0,0.00,0.00,0.000
김지찬,08-29,@KT,L,3:8,8,SS,1,2,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.260,0.310,0.302,0.612,15,0.35,0.43,0.011
김지찬,09-01,키움,W,7:1,7,SS,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.263,0.313,0.303,0.616,20,0.56,0.59,0.039
김지찬,09-03,@KIA,W,9:3,7,SS,1,4,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0.268,0.320,0.307,0.627,17,0.38,0.84,0.026
김지찬,09-05,두산,L,5:6,2,SS,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.274,0.326,0.311,0.638,20,1.30,-0.37,-0.056
김지찬,04-07,@두산,L,0:1,7,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0.00,0.00,0.000
김지찬,04-09,KT,W,7:5,1,2B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,3,0.02,-0.12,0.000
김지찬,04-13,한화,W,4:3,1,2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500,0.600,0.750,1.350,0,0.00,0.00,0.000
김지찬,04-15,한화,W,4:0,7,3B,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333,0.500,0.500,1.000,13,0.68,-0.80,-0.060
김지찬,04-17,@롯데,W,12:0,1,2B,1,5,2,3,1,0,0,4,1,3,0,0,0,0,0,0,0,0,0.438,0.500,0.563,1.063,17,0.39,1.72,0.089
김지찬,04-20,SSG,L,7:10,7,3B,1,3,1,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0.348,0.423,0.478,0.901,11,0.45,0.70,0.027
김지찬,04-22,SSG,L,6:11,9,SS,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.367,0.441,0.467,0.908,11,1.74,-1.02,-0.173
김지찬,04-25,@KIA,W,3:2,1,SS,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.308,0.372,0.385,0.757,17,1.62,-0.21,-0.025
김지찬,04-28,NC,W,4:3,9,SS,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.304,0.360,0.370,0.730,9,1.33,-0.04,-0.033
김지찬,04-30,LG,W,4:0,1,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0.346,0.354,0.700,0,0.00,0.00,0.000
김지찬,05-02,LG,W,6:4,9,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0.346,0.354,0.700,0,0.00,0.00,0.000
김지찬,05-07,롯데,W,4:1,6,PR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0.340,0.347,0.687,0,0.00,0.00,0.000
김지찬,05-09,롯데,W,8:6,9,SS,1,3,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.269,0.333,0.327,0.660,16,1.61,-0.89,-0.102
김지찬,05-12,@KT,W,7:5,8,SS,1,2,2,1,0,0,0,1,1,2,0,1,0,0,0,0,0,1,0.278,0.344,0.333,0.678,23,0.92,1.15,0.080
김지찬,05-14,@LG,L,3:4,8,SS,1,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.279,0.333,0.328,0.661,11,1.74,-0.10,-0.029
김지찬,05-17,@LG,W,3:1,3,PR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0.319,0.313,0.632,0,0.00,0.00,0.000
김지찬,05-19,키움,L,2:9,9,2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250,0.303,0.294,0.597,0,0.00,0.00,0.000
김지찬,05-22,KIA,L,4:9,8,SS,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0.250,0.296,0.292,0.588,9,0.92,-0.06,0.003
김지찬,05-26,@NC,W,7:1,8,SS,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.250,0.300,0.288,0.588,19,0.46,-1.08,-0.041
김지찬,05-28,두산,L,4:9,8,SS,1,3,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0.276,0.320,0.322,0.641,17,0.36,1.21,0.007
김지찬,05-30,두산,L,2:4,8,SS,1,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.266,0.314,0.309,0.623,12,1.48,0.04,-0.010
김지찬,06-02,@SSG,D,:,1,SS,1,6,1,1,0,0,1,4,2,0,0,0,0,0,2,0,0,0,0.250,0.296,0.317,0.613,24,1.06,0.50,0.215
김지찬,06-06,@키움,W,3:1,8,SS,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.255,0.303,0.318,0.621,17,0.76,-0.35,-0.031
김지찬,06-09,KIA,L,5:7,8,SS,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.259,0.310,0.328,0.638,15,1.30,-0.18,-0.023
김지찬,06-11,NC,L,4:5,8,SS,1,2,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0.246,0.301,0.311,0.613,13,0.59,-0.70,-0.047
김지찬,06-16,@두산,W,5:3,8,SS,1,3,1,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0.256,0.308,0.318,0.626,12,0.70,0.53,0.065
김지찬,06-18,@롯데,L,4:7,8,SS,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.265,0.313,0.324,0.637,11,0.61,-0.48,-0.053
김지찬,06-20,@롯데,L,7:8,8,SS,1,4,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.271,0.321,0.326,0.647,12,1.42,-0.09,-0.080
김지찬,06-23,한화,W,3:0,8,SS,1,4,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.270,0.317,0.322,0.640,15,0.95,0.57,0.079
김지찬,06-26,LG,L,5:10,8,SS,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.261,0.308,0.312,0.620,6,1.52,-0.49,-0.054
김지찬,06-29,@SSG,D,:,8,SS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0.313,0.317,0.629,0,0.00,0.00,0.000
김지찬,06-30,@SSG,D,:,8,2B,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.263,0.308,0.311,0.619,10,0.99,-1.25,-0.076
김지찬,07-09,롯데,L,5:9,9,2B,1,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.266,0.314,0.314,0.627,13,1.21,0.61,0.077
김지찬,07-11,롯데,W,11:0,9,2B,1,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.267,0.314,0.314,0.628,11,0.68,-0.15,-0.039
김지찬,08-13,@KT,L,6:7,9,PR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.267,0.314,0.314,0.628,0,2.05,0.09,0.024
김지찬,08-15,@KT,L,4:6,7,2B,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0.304,0.303,0.607,12,1.72,-1.43,-0.160
김지찬,08-19,@한화,W,11:3,8,SS,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.263,0.308,0.307,0.615,1,0.17,1.00,0.005
김지찬,08-22,SSG,D,4:4,8,SS,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.254,0.299,0.297,0.596,12,1.47,-0.89,-0.110
김지찬,08-25,@LG,D,3:3,8,SS,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.257,0.300,0.299,0.600,7,5.93,0.10,0.091
김지찬,08-28,@KT,W,6:5,7,SS,1,3,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.258,0.301,0.300,0.601,12,1.17,-0.47,-0.020
김지찬,08-31,키움,W,3:2,7,SS,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.262,0.310,0.303,0.612,11,0.92,-0.82,-0.096
김지찬,09-02,@KIA,W,5:1,7,SS,1,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.264,0.314,0.303,0.617,12,1.51,0.49,0.060
김지찬,09-04,두산,W,11:4,8,SS,1,4,2,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.278,0.328,0.316,0.643,10,0.42,1.22,0.008
김지찬,09-07,롯데,L,2:4,8,SS,1,3,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0.279,0.331,0.316,0.647,14,1.82,1.02,0.181
마차도,04-04,@SSG,D,:,9,SS,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.250,0.250,0.250,0.500,11,1.79,-0.65,-0.092
마차도,04-11,키움,L,2:3,8,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250,0.400,0.250,0.650,0,0.00,0.00,0.000
마차도,04-14,@KIA,L,2:3,8,SS,1,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.231,0.333,0.231,0.564,23,1.49,-0.81,-0.129
마차도,04-16,삼성,W,9:3,5,SS,1,3,1,1,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0.278,0.417,0.389,0.806,19,0.88,0.33,0.054
마차도,04-18,삼성,L,0:7,6,SS,1,4,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0.240,0.375,0.360,0.735,14,0.61,-0.68,-0.055
마차도,04-21,두산,W,10:9,6,SS,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.229,0.333,0.314,0.648,10,1.27,-2.48,-0.092
마차도,04-23,@KT,W,10:5,9,SS,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0.333,0.300,0.633,15,0.15,-0.88,-0.015
마차도,04-25,@KT,L,5:6,9,SS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0.340,0.295,0.635,3,0.90,-0.26,-0.023
마차도,04-28,@LG,W,3:0,9,SS,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.231,0.328,0.288,0.616,16,0.55,-0.55,-0.021
마차도,04-30,한화,L,7:11,9,SS,1,3,2,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0.271,0.362,0.339,0.701,17,1.09,0.46,0.056
마차도,05-02,한화,L,4:5,5,SS,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.266,0.360,0.328,0.688,11,1.30,-1.12,-0.121
마차도,05-06,KIA,W,17:9,9,SS,1,4,3,2,0,0,1,5,4,2,0,1,0,0,0,0,0,0,0.268,0.369,0.366,0.735,17,0.31,3.56,0.114
마차도,05-08,@삼성,W,9:8,9,SS,1,5,1,2,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0.278,0.370,0.392,0.762,12,1.94,0.95,0.278
