이름,날짜,상대,결과,점수,타순,P,선발,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,투구,avLI,RE24,WPA
오재일,04-27,@NC,W,6:2,5,1B,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0.223,0.315,0.447,0.762,22,1.29,-1.18,-0.089
오재일,05-01,KT,W,4:2,7,1B,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.230,0.316,0.470,0.786,5,0.23,-0.36,-0.011
오재일,05-04,@LG,W,11:8,6,1B,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.236,0.315,0.464,0.779,19,0.66,-1.40,-0.092
오재일,05-06,@LG,W,13:5,7,1B,1,5,4,4,1,0,2,11,4,0,0,0,0,0,1,0,0,0,0.269,0.338,0.538,0.876,18,0.79,3.92,0.153
오재일,05-09,@KIA,W,13:7,6,1B,1,5,1,2,1,1,0,5,3,0,0,0,0,0,1,0,0,0,0.270,0.340,0.548,0.888,17,0.78,2.26,0.246
오재일,05-11,넥센,L,5:10,5,1B,1,4,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0.257,0.329,0.522,0.851,17,0.98,-0.45,-0.017
오재일,05-15,SK,W,6:4,7,1B,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.246,0.321,0.500,0.821,20,1.33,-0.69,-0.104
오재일,05-18,@롯데,W,7:1,7,1B,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.240,0.312,0.493,0.805,21,0.41,-2.24,-0.071
오재일,05-20,@롯데,W,7:6,8,1B,1,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0.236,0.307,0.478,0.785,17,1.62,-1.20,-0.207
오재일,05-23,@한화,L,3:5,8,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0.303,0.466,0.769,1,0.95,-0.18,-0.024
오재일,05-30,SK,W,11:3,8,1B,1,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.225,0.295,0.450,0.745,10,0.21,-0.31,-0.016
오재일,06-01,@KIA,W,5:3,6,1B,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.220,0.293,0.439,0.732,13,1.15,-0.56,-0.051
오재일,06-03,@KIA,L,11:12,8,1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220,0.296,0.435,0.731,0,0.00,0.00,0.000
오재일,06-15,@한화,W,13:4,8,1B,1,5,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.216,0.292,0.427,0.719,24,0.26,-0.81,-0.037
오재일,06-17,@한화,L,6:11,8,1B,1,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.211,0.289,0.416,0.705,21,0.67,-0.55,-0.019
오재일,06-20,넥센,L,5:8,8,1B,1,2,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0.215,0.301,0.415,0.716,16,1.38,0.76,0.049
오재일,06-22,@삼성,L,14:16,7,1B,1,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.222,0.302,0.414,0.716,10,0.73,-0.66,-0.048
오재일,06-24,@삼성,W,12:7,8,1B,1,2,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.221,0.306,0.413,0.719,8,0.45,0.31,0.023
오재일,06-27,@NC,W,6:3,8,1B,1,2,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0.222,0.316,0.425,0.741,19,0.82,-0.05,-0.020
오재일,06-29,KIA,L,4:7,8,1B,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.217,0.313,0.415,0.727,11,0.65,-0.44,-0.033
오재일,07-12,@KT,L,4:11,8,1B,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.218,0.312,0.414,0.725,5,0.02,0.41,0.001
오재일,07-18,롯데,W,5:4,9,1B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0.309,0.410,0.719,1,0.06,-0.12,-0.002
오재일,07-21,@LG,W,17:10,1,PH,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.215,0.308,0.408,0.716,2,0.12,0.13,0.003
오재일,07-24,@SK,L,1:3,8,1B,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.212,0.310,0.403,0.712,15,1.27,0.54,0.053
오재일,07-26,@SK,L,3:8,8,1B,1,3,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0.224,0.322,0.427,0.749,18,0.43,1.63,0.109
오재일,07-28,한화,W,13:6,6,1B,1,5,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.236,0.329,0.459,0.787,13,0.42,-0.03,-0.058
오재일,07-31,LG,W,6:2,6,1B,1,4,1,1,0,0,1,4,2,0,0,0,0,0,2,0,0,0,0.237,0.330,0.466,0.796,19,1.17,0.23,0.084
오재일,08-02,LG,W,6:5,6,1B,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.244,0.336,0.484,0.820,9,1.12,-0.23,-0.015
오재일,08-05,@KIA,L,3:6,6,1B,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.249,0.340,0.487,0.826,16,1.06,-0.11,-0.002
오재일,08-08,한화,L,2:8,6,1B,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.245,0.336,0.476,0.812,15,0.61,-1.10,-0.060
오재일,08-10,@KT,L,1:7,7,1B,1,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.249,0.339,0.473,0.812,12,0.56,0.44,0.016
오재일,08-12,롯데,L,11:12,6,1B,1,6,1,2,0,0,1,5,4,0,0,0,0,0,2,0,0,0,0.251,0.338,0.477,0.816,22,1.86,1.89,-0.165
오재일,08-15,SK,L,2:12,6,1B,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.257,0.344,0.490,0.834,11,0.55,-0.25,-0.020
오재일,09-04,KIA,L,5:10,6,1B,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.253,0.345,0.481,0.826,23,0.63,-1.00,-0.070
오재일,09-06,@삼성,W,6:2,7,1B,1,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.257,0.350,0.490,0.840,16,0.95,-0.11,-0.021
오재일,09-08,@SK,W,3:0,7,1B,1,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.254,0.348,0.482,0.830,17,0.93,-0.56,-0.080
오재일,09-11,@롯데,W,17:4,7,1B,1,6,3,4,0,0,1,7,2,0,0,0,0,0,1,0,0,0,0.262,0.352,0.492,0.844,33,0.36,1.78,0.029
오재일,09-13,KT,W,10:3,8,1B,1,3,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0.262,0.354,0.500,0.854,18,1.25,0.85,0.174
오재일,09-15,NC,L,7:13,7,1B,1,3,3,1,0,0,1,4,1,0,0,0,2,0,1,0,0,0,0.266,0.361,0.512,0.873,18,0.43,1.24,-0.039
오재일,09-18,@넥센,L,7:10,7,1B,1,4,2,3,0,0,2,9,3,0,0,1,0,0,0,0,0,0,0.275,0.368,0.532,0.900,19,0.74,2.83,0.347
오재일,09-20,@LG,W,9:3,6,1B,1,2,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0.274,0.370,0.527,0.897,25,0.80,0.33,0.078
오재일,09-22,@NC,W,13:10,6,1B,1,3,2,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0.280,0.380,0.541,0.921,19,0.95,0.20,-0.011
오재일,09-25,넥센,W,13:2,7,1B,1,5,1,2,0,0,1,5,5,0,0,0,0,0,1,0,0,0,0.280,0.379,0.543,0.922,20,0.56,3.49,-0.004
오재일,09-27,@한화,L,6:9,4,1B,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.277,0.376,0.535,0.912,17,0.49,-0.41,-0.027
오재일,09-29,LG,W,9:8,6,1B,1,5,0,2,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0.280,0.377,0.545,0.922,17,1.41,-0.83,-0.057
오재일,10-06,LG,L,1:3,6,1B,1,3,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0.281,0.376,0.546,0.922,8,1.31,-0.09,-0.016
오재일,10-10,SK,L,5:12,7,1B,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.281,0.377,0.541,0.918,18,0.65,-0.62,-0.051
오재일,10-12,NC,W,13:2,4,DH,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.278,0.373,0.533,0.906,16,0.37,-1.27,-0.031
오재일,10-14,@롯데,W,5:1,6,1B,1,4,1,2,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0.279,0.373,0.539,0.912,13,1.56,1.57,0.256
오재일,11-05,SK,W,7:3,8,1B,1,3,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0.143,0.143,0.143,0.286,13,0.81,0.11,0.034
오재일,11-09,@SK,W,2:1,8,1B,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.077,0.077,0.077,0.154,11,0.85,-0.38,-0.043
오재일,11-12,SK,L,4:5,8,1B,1,3,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.125,0.176,0.125,0.301,8,0.76,-0.24,-0.017
오재일,03-25,삼성,W,5:4,6,1B,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.429,0.429,0.857,1.286,14,0.87,-0.47,-0.034
오재일,03-28,롯데,W,6:5,6,1B,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0.333,0.462,0.795,14,1.57,-0.19,0.029
오재일,03-30,@KT,W,6:2,6,1B,1,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.200,0.333,0.350,0.683,20,0.73,-1.01,-0.064
오재일,04-01,@KT,L,4:9,6,1B,1,3,1,2,0,0,1,5,3,0,0,0,0,0,1,0,0,1,0.222,0.303,0.444,0.747,14,1.25,1.57,0.175
오재일,04-04,LG,W,6:3,5,1B,1,3,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0.265,0.357,0.529,0.887,20,0.78,0.24,0.003
오재일,04-08,NC,W,11:10,5,1B,1,4,0,1,1,0,0,2,2,0,0,2,0,1,2,0,0,0,0.233,0.340,0.465,0.805,20,2.80,0.45,0.055
오재일,04-11,@삼성,W,7:6,6,1B,1,5,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0.208,0.302,0.396,0.698,27,1.46,-1.27,-0.160
오재일,04-13,@넥센,W,12:0,6,1B,1,3,2,1,1,0,0,2,2,0,0,2,0,0,1,0,0,0,0.262,0.356,0.557,0.914,28,0.67,2.00,0.024
오재일,04-15,@넥센,W,3:2,5,1B,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.232,0.321,0.493,0.814,17,1.12,-1.40,-0.092
오재일,04-18,한화,W,5:4,5,1B,1,2,1,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0.230,0.330,0.473,0.803,19,1.89,0.51,0.087
오재일,04-21,KIA,W,10:5,5,1B,1,4,1,2,0,0,1,5,1,0,0,0,0,0,1,0,0,0,0.232,0.323,0.488,0.811,20,0.49,0.36,0.070
오재일,04-24,@SK,W,10:9,6,1B,1,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.218,0.314,0.460,0.773,25,0.97,-0.01,0.078
오재일,04-26,@SK,L,4:5,8,1B,1,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.231,0.327,0.462,0.789,14,1.91,-0.00,0.007
오재일,04-29,@NC,W,7:1,6,1B,1,4,1,2,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0.235,0.322,0.480,0.801,10,0.66,1.54,0.178
오재일,05-03,KT,L,2:3,7,1B,1,5,0,3,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0.248,0.328,0.486,0.814,19,1.26,0.41,0.067
오재일,05-05,@LG,W,3:0,7,1B,1,4,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.246,0.321,0.465,0.786,20,0.39,0.57,-0.007
오재일,05-08,@KIA,L,0:10,7,1B,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.264,0.338,0.529,0.867,17,0.21,-0.18,-0.003
오재일,05-10,@KIA,L,5:6,6,1B,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.258,0.327,0.523,0.849,16,2.70,-2.75,-0.425
오재일,05-13,넥센,L,1:2,6,1B,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0.323,0.511,0.834,10,1.56,-0.70,-0.120
오재일,05-16,SK,W,5:3,7,1B,1,3,1,1,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0.248,0.321,0.510,0.832,16,1.28,1.08,0.161
오재일,05-19,@롯데,L,2:15,7,1B,1,3,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.242,0.316,0.490,0.806,20,0.18,0.91,-0.012
오재일,05-22,@한화,L,7:8,7,1B,1,5,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.235,0.304,0.469,0.773,13,1.41,-0.55,-0.042
오재일,05-24,@한화,W,7:1,7,1B,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.228,0.296,0.455,0.751,18,0.30,-0.82,-0.029
오재일,05-31,SK,W,6:4,9,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0.294,0.447,0.741,1,4.70,0.68,0.132
오재일,06-02,@KIA,W,10:0,7,1B,1,4,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.220,0.296,0.435,0.731,35,0.61,-0.36,-0.005
오재일,06-14,KT,W,9:8,8,1B,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.217,0.295,0.428,0.722,11,1.48,-0.53,-0.133
오재일,06-16,@한화,W,8:3,8,1B,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.214,0.290,0.422,0.712,9,0.92,-0.44,-0.047
오재일,06-19,넥센,L,5:6,8,1B,1,3,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.212,0.293,0.415,0.707,20,0.81,0.04,0.033
오재일,06-21,넥센,W,9:3,8,1B,1,4,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0.221,0.304,0.417,0.721,10,0.40,0.43,-0.027
오재일,06-23,@삼성,W,11:4,7,1B,1,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0.218,0.304,0.408,0.712,19,0.58,0.06,0.000
오재일,06-26,@NC,L,4:5,8,1B,1,2,1,1,0,0,1,4,1,0,0,2,0,0,0,0,0,0,0.224,0.313,0.429,0.742,19,1.12,1.44,0.286
오재일,06-28,@NC,W,9:0,8,1B,1,3,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0.219,0.315,0.419,0.734,18,0.27,-1.23,-0.042
오재일,06-30,KIA,W,12:2,2,PH,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.215,0.310,0.411,0.721,6,0.01,-0.44,0.000
오재일,07-17,롯데,L,6:12,5,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.217,0.310,0.412,0.722,6,3.67,-0.82,-0.094
오재일,07-20,@LG,W,5:4,2,1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0.309,0.410,0.719,0,0.00,0.00,0.000
오재일,07-22,@LG,W,6:1,8,1B,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.213,0.306,0.404,0.710,10,1.78,-0.69,-0.082
오재일,07-25,@SK,L,5:11,8,1B,1,3,2,3,0,0,1,6,1,0,0,1,0,0,0,0,0,0,0.223,0.320,0.424,0.743,15,0.17,1.97,0.040
오재일,07-27,한화,L,7:16,6,1B,1,5,3,4,1,0,2,11,2,0,0,0,0,0,1,0,0,0,0.236,0.331,0.464,0.795,25,0.67,2.57,0.107
오재일,07-29,한화,W,3:1,5,1B,1,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.237,0.331,0.457,0.788,19,1.08,0.03,-0.021
오재일,08-01,LG,W,14:8,6,1B,1,4,3,3,1,0,1,7,4,0,0,0,0,0,1,0,0,1,0.245,0.334,0.486,0.821,10,1.51,3.04,0.202
오재일,08-04,@KIA,L,5:13,6,1B,1,4,0,3,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0.252,0.341,0.492,0.833,11,0.33,1.34,0.060
오재일,08-07,한화,W,6:4,6,1B,1,4,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.249,0.341,0.483,0.824,27,1.22,-0.42,-0.017
오재일,08-09,@KT,W,4:2,6,1B,1,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.242,0.334,0.469,0.803,18,0.92,-0.93,-0.075
오재일,08-11,롯데,W,5:2,6,1B,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.249,0.338,0.470,0.808,8,1.08,-0.89,-0.070
오재일,08-14,SK,W,6:3,6,1B,1,3,2,2,0,0,1,5,1,0,0,1,0,0,1,0,0,0,0.255,0.343,0.490,0.833,16,0.60,1.34,0.193
오재일,08-16,넥센,W,8:2,6,1B,1,2,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0.255,0.346,0.486,0.832,18,0.57,0.97,0.082
오재일,09-05,KIA,W,14:1,7,1B,1,4,2,2,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0.256,0.348,0.492,0.840,21,0.17,1.83,0.120
오재일,09-07,@삼성,W,7:2,7,1B,1,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.254,0.349,0.485,0.834,17,0.39,-0.08,-0.029
오재일,09-09,@SK,L,2:14,6,1B,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.254,0.347,0.479,0.826,10,0.90,0.10,0.037
오재일,09-12,@롯데,W,13:9,6,1B,1,4,1,1,0,0,1,4,1,0,0,1,0,0,1,0,0,0,0.262,0.352,0.498,0.851,25,0.14,0.80,0.024
오재일,09-14,KT,W,7:2,8,1B,1,3,1,2,1,0,0,3,1,0,1,1,0,0,1,0,0,0,0.266,0.358,0.505,0.863,21,0.46,1.11,0.034
오재일,09-16,NC,W,5:1,7,1B,1,4,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0.269,0.363,0.512,0.874,18,1.23,0.53,0.103
오재일,09-19,@넥센,L,4:5,7,1B,1,3,1,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0.275,0.369,0.530,0.900,16,1.81,1.03,0.271
오재일,09-21,@LG,W,10:3,6,1B,1,3,2,3,0,0,1,6,3,0,0,2,0,0,0,0,0,0,0.280,0.377,0.540,0.917,22,0.39,3.99,0.124
오재일,09-23,@NC,L,3:4,4,DH,1,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.278,0.379,0.537,0.915,16,1.18,-0.62,-0.055
오재일,09-26,넥센,W,9:8,5,1B,1,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.279,0.378,0.540,0.917,13,1.10,-0.58,-0.114
오재일,09-28,@한화,L,4:5,6,1B,1,5,2,2,1,0,1,6,2,0,0,0,0,0,3,0,0,0,0.279,0.377,0.544,0.921,16,1.84,1.05,0.120
오재일,09-30,LG,W,7:1,8,PH,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.280,0.376,0.545,0.921,3,0.14,-0.18,0.002
오재일,10-07,KIA,W,7:4,6,1B,1,4,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0.283,0.378,0.545,0.924,15,1.41,-0.39,-0.002
오재일,10-11,SK,W,8:3,5,1B,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.281,0.377,0.540,0.917,7,1.10,-0.59,-0.063
오재일,10-13,KT,L,3:4,7,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.277,0.372,0.531,0.904,3,2.78,-0.97,-0.127
오재일,11-04,SK,L,3:7,7,1B,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.000,0.000,0.000,0.000,18,2.42,-2.13,-0.258
오재일,11-07,@SK,L,2:7,6,1B,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0.091,0.091,0.182,9,1.70,-1.43,-0.169
오재일,11-10,@SK,L,1:4,8,PH,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.077,0.143,0.077,0.220,6,0.95,0.40,0.046
정근우,03-24,@넥센,L,3:6,6,2B,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,11,0.99,-0.98,-0.076
정근우,03-27,@NC,L,6:9,9,2B,1,4,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.200,0.273,0.200,0.473,18,1.02,1.56,0.117
정근우,03-29,@NC,L,1:4,2,2B,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.158,0.200,0.158,0.358,12,1.09,0.81,0.123
정근우,03-31,SK,L,1:12,2,2B,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.222,0.250,0.222,0.472,16,0.59,-0.83,-0.014
정근우,04-03,롯데,W,17:11,5,2B,1,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.212,0.229,0.212,0.441,17,0.28,-0.65,0.016
정근우,04-07,@KT,L,2:10,5,2B,1,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.237,0.286,0.289,0.575,13,0.79,0.87,0.082
정근우,04-10,KIA,W,4:3,3,2B,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.227,0.327,0.273,0.600,17,1.37,-0.97,-0.070
정근우,04-12,KIA,W,15:4,6,2B,1,4,1,2,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0.231,0.317,0.327,0.644,7,0.19,1.91,0.128
정근우,04-14,삼성,W,14:2,6,2B,1,2,2,2,2,0,0,4,0,0,0,1,1,0,0,0,0,0,0.263,0.368,0.386,0.754,11,0.39,1.65,0.098
정근우,04-17,@두산,W,5:2,6,2B,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250,0.347,0.359,0.706,11,0.47,-0.98,-0.036
정근우,04-19,@두산,L,2:5,1,2B,1,4,0,2,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0.288,0.369,0.452,0.821,10,1.43,-0.11,-0.072
정근우,04-21,넥센,L,3:4,7,2B,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.269,0.348,0.423,0.771,13,1.20,-1.94,-0.157
정근우,04-25,@KIA,W,3:2,6,2B,1,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.262,0.337,0.405,0.742,18,1.27,-0.47,-0.095
정근우,04-27,@롯데,L,3:5,7,2B,1,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.272,0.340,0.402,0.742,17,1.32,-0.15,-0.065
정근우,04-29,@롯데,L,3:4,2,2B,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.277,0.339,0.406,0.745,19,1.67,-0.42,-0.074
정근우,05-02,LG,W,4:3,9,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282,0.342,0.408,0.750,6,2.48,-0.26,-0.063
정근우,05-04,@삼성,W,9:6,7,2B,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.283,0.347,0.406,0.753,6,1.85,0.31,0.010
정근우,05-20,@LG,L,2:6,2,2B,1,3,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.286,0.352,0.411,0.763,18,1.21,0.17,0.036
정근우,05-23,두산,W,5:3,2,2B,1,5,1,1,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0.276,0.338,0.398,0.737,13,1.10,-0.88,-0.065
정근우,05-25,@SK,L,1:5,2,2B,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.260,0.319,0.374,0.693,14,1.31,-1.73,-0.187
정근우,05-27,@SK,W,7:5,5,PR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250,0.309,0.360,0.669,3,4.99,-0.63,-0.146
정근우,05-30,NC,W,10:4,1,DH,1,5,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.257,0.321,0.361,0.682,9,0.41,-0.04,0.009
정근우,06-01,@롯데,W,13:6,2,DH,1,5,1,3,1,0,1,7,5,0,0,0,0,0,0,0,0,0,0.265,0.333,0.391,0.724,18,2.38,4.09,0.637
정근우,06-03,@롯데,L,0:6,2,DH,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.264,0.330,0.384,0.713,17,0.55,-0.37,-0.016
정근우,06-06,@LG,W,5:1,2,DH,1,3,0,2,1,0,0,3,1,1,0,1,0,0,1,0,0,0,0.273,0.342,0.400,0.742,14,1.19,1.48,0.120
정근우,07-20,@삼성,W,1:0,6,DH,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270,0.337,0.397,0.733,15,0.92,-0.99,-0.083
정근우,07-22,@삼성,L,4:5,1,DH,1,3,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.272,0.347,0.394,0.741,18,0.73,0.51,0.016
정근우,07-25,KIA,L,3:11,1,DH,1,5,0,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0.286,0.358,0.402,0.761,16,0.64,1.89,0.165
정근우,07-27,@두산,W,16:7,1,1B,1,6,1,1,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0.288,0.360,0.409,0.769,16,0.49,-1.25,-0.071
정근우,07-29,@두산,L,1:3,1,DH,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.282,0.355,0.398,0.753,13,0.69,-0.49,-0.044
정근우,08-01,KT,W,4:3,1,DH,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.284,0.354,0.409,0.763,15,0.69,-0.38,-0.037
정근우,08-04,NC,L,5:7,1,1B,1,5,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.281,0.352,0.415,0.767,14,1.02,-1.99,-0.112
정근우,08-07,@두산,L,4:6,1,DH,1,4,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0.288,0.358,0.438,0.795,19,1.37,0.41,0.063
정근우,08-09,넥센,L,5:16,3,1B,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.292,0.362,0.442,0.804,7,0.80,-1.09,-0.082
정근우,08-11,KT,W,5:3,3,DH,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.290,0.361,0.448,0.809,16,1.11,-1.60,-0.180
정근우,08-14,@롯데,L,4:9,3,1B,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.285,0.357,0.438,0.794,19,1.15,-0.36,-0.038
정근우,09-04,롯데,W,6:4,1,1B,1,4,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.280,0.353,0.428,0.781,16,0.86,0.37,0.068
정근우,09-06,@KT,W,9:2,1,1B,1,5,2,3,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0.292,0.361,0.438,0.799,17,0.65,1.21,0.091
