이름,날짜,상대,결과,점수,타순,P,선발,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,투구,avLI,RE24,WPA
정훈,04-29,한화,W,4:3,7,3B,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.000,0.000,0.000,0.000,8,1.51,-0.72,-0.046
정훈,05-02,KIA,L,6:12,6,1B,1,4,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.125,0.111,0.250,0.361,12,1.09,-0.33,-0.032
정훈,05-04,@SK,L,4:5,9,PH,0,1,1,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0.300,0.273,0.800,1.073,3,0.44,1.00,0.025
정훈,05-08,@LG,W,4:2,5,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.333,0.308,0.750,1.058,6,0.49,-0.26,-0.013
정훈,05-10,@LG,W,7:2,9,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.313,0.667,0.979,3,0.02,-0.26,-0.001
정훈,05-13,KT,W,3:1,5,1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313,0.294,0.625,0.919,0,0.00,0.00,0.000
정훈,05-17,@NC,W,7:0,6,DH,1,3,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0.273,0.261,0.545,0.806,10,0.61,0.37,0.038
정훈,05-19,두산,W,15:2,6,CF,1,4,3,3,1,0,1,7,1,0,0,1,0,0,0,0,0,0,0.333,0.345,0.704,1.049,15,0.15,1.66,0.029
정훈,05-22,@삼성,L,4:10,6,CF,1,3,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0.303,0.324,0.606,0.930,19,0.70,-0.51,-0.049
정훈,05-24,@삼성,L,2:9,9,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282,0.302,0.538,0.841,2,0.41,-0.25,-0.012
정훈,05-26,@넥센,L,2:3,9,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.268,0.289,0.512,0.801,5,2.27,-0.54,-0.063
정훈,05-30,LG,L,5:15,2,PH,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.261,0.280,0.478,0.758,8,0.00,0.15,0.000
정훈,06-01,한화,L,6:13,2,CF,1,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.250,0.268,0.442,0.710,16,0.56,-0.83,-0.024
정훈,06-03,한화,W,6:0,2,PH,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245,0.263,0.434,0.697,5,0.27,-0.32,-0.007
정훈,06-06,@NC,W,10:5,2,CF,1,5,1,2,1,0,1,6,2,0,0,0,1,0,0,0,0,0,0.258,0.294,0.484,0.778,25,0.45,1.54,0.008
정훈,06-08,KIA,W,9:6,2,CF,1,4,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.268,0.308,0.479,0.787,24,0.46,0.38,0.004
정훈,06-12,삼성,L,2:4,9,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.273,0.310,0.468,0.777,3,1.50,-0.25,-0.043
정훈,06-17,@SK,W,13:7,3,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269,0.306,0.462,0.767,0,0.00,0.00,0.000
정훈,06-20,@KT,W,11:4,2,1B,1,4,2,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0.277,0.319,0.458,0.777,17,0.28,0.69,0.029
정훈,06-22,@LG,L,1:2,3,PR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0.313,0.437,0.749,7,2.27,-0.34,-0.064
정훈,06-24,@LG,D,2:2,6,1B,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.247,0.294,0.409,0.703,27,1.78,-1.01,-0.181
정훈,06-28,넥센,W,8:6,2,PH,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.253,0.298,0.411,0.709,2,2.66,0.95,0.155
정훈,06-30,@한화,L,5:6,2,1B,1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.260,0.324,0.417,0.741,18,0.98,0.73,0.075
정훈,07-05,두산,L,2:9,5,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0.327,0.449,0.776,3,0.03,-0.26,-0.001
정훈,07-07,KT,L,1:9,2,CF,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.286,0.347,0.467,0.814,9,0.50,-0.90,-0.037
정훈,07-12,@삼성,L,4:8,9,PH,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.300,0.363,0.473,0.836,6,0.10,0.49,0.008
정훈,07-18,@두산,L,4:5,9,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295,0.357,0.464,0.821,5,1.57,-0.18,-0.039
정훈,07-20,SK,L,2:6,7,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.284,0.346,0.448,0.794,5,1.71,-0.26,-0.043
정훈,07-22,SK,W,12:4,4,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281,0.338,0.438,0.776,1,0.00,-0.12,0.000
정훈,07-25,NC,L,6:9,2,1B,1,3,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0.278,0.343,0.429,0.771,23,0.71,-0.13,-0.006
정훈,07-27,@넥센,W,9:2,9,CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0.343,0.429,0.771,0,0.00,0.00,0.000
정훈,07-31,@KIA,L,1:4,9,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.276,0.340,0.425,0.765,4,0.54,-0.18,-0.014
정훈,09-04,@한화,L,4:6,9,PR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0.340,0.425,0.765,0,2.60,0.71,0.072
정훈,09-06,SK,W,10:0,3,PR,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.281,0.345,0.430,0.775,4,0.00,0.40,0.000
정훈,09-08,@NC,L,1:7,4,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,0.342,0.426,0.769,0,0.00,0.00,0.000
정훈,09-16,넥센,L,0:2,8,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0.340,0.423,0.763,3,3.72,-1.00,-0.182
정훈,09-20,KT,W,11:10,1,1B,1,4,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0.287,0.355,0.434,0.789,22,0.67,0.22,0.076
정훈,09-25,NC,W,8:7,9,PH,0,3,1,1,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0.286,0.352,0.450,0.802,14,0.55,0.85,0.043
정훈,09-27,@넥센,W,8:6,5,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0.352,0.462,0.813,0,0.00,0.00,0.000
정훈,09-29,@KT,W,8:3,5,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.288,0.352,0.466,0.817,4,0.00,-0.12,0.000
정훈,10-02,@SK,W,8:6,9,PH,0,2,1,2,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0.296,0.360,0.487,0.847,6,0.72,1.29,0.071
정훈,10-06,한화,W,8:5,8,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.292,0.356,0.481,0.837,3,0.29,-0.38,-0.008
정훈,10-09,KIA,W,11:10,9,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.302,0.363,0.503,0.866,4,2.48,-0.26,-0.063
정훈,10-10,KT,L,0:7,5,1B,1,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.305,0.364,0.500,0.864,6,0.53,-0.73,-0.086
정훈,10-12,@KIA,L,4:6,9,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.301,0.360,0.494,0.854,6,1.50,-0.26,-0.038
정훈,10-14,두산,L,1:5,5,1B,1,4,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.305,0.361,0.494,0.855,14,0.73,-0.29,-0.018
정훈,05-01,KIA,W,4:0,6,3B,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,5,1.79,-0.97,-0.096
정훈,05-03,KIA,W,5:4,3,PR,0,1,0,1,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0.222,0.200,0.444,0.644,4,4.58,1.91,0.700
정훈,05-05,@SK,W,8:1,4,PR,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.364,0.333,0.818,1.152,1,1.73,1.10,0.091
정훈,05-09,@LG,L,2:3,5,CF,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.357,0.333,0.714,1.048,10,1.86,0.47,0.053
정훈,05-11,KT,W,6:2,7,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.313,0.294,0.625,0.919,6,0.01,-0.25,0.000
정훈,05-15,@NC,W,5:3,6,2B,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.263,0.250,0.526,0.776,13,2.63,-1.41,-0.199
정훈,05-18,두산,L,1:7,2,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0.250,0.522,0.772,2,0.02,-0.18,0.000
정훈,05-20,두산,L,6:7,6,CF,1,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.300,0.333,0.633,0.967,18,1.13,-0.56,-0.021
정훈,05-23,@삼성,L,4:6,6,CF,1,5,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.289,0.310,0.553,0.862,25,2.13,-0.45,-0.089
정훈,05-25,@넥센,L,2:13,1,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0.295,0.525,0.820,5,0.01,-0.26,0.000
정훈,05-27,@넥센,W,6:4,6,2B,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.250,0.271,0.477,0.748,9,0.28,-0.35,-0.022
정훈,05-31,LG,L,10:11,7,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0.275,0.468,0.743,1,3.49,-0.25,-0.098
정훈,06-02,한화,L,2:3,5,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250,0.268,0.442,0.710,0,0.00,0.00,0.000
정훈,06-05,@NC,W,12:6,2,CF,1,4,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.246,0.274,0.421,0.695,22,0.41,-0.02,0.027
정훈,06-07,@NC,L,4:5,2,CF,1,5,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.269,0.301,0.493,0.794,23,1.15,-0.37,-0.027
정훈,06-09,KIA,L,5:7,2,CF,1,5,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.276,0.313,0.474,0.787,22,2.15,-0.61,-0.133
정훈,06-15,@SK,W,14:6,9,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269,0.306,0.462,0.767,4,0.01,-0.21,0.000
정훈,06-19,@KT,W,9:7,3,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.266,0.302,0.456,0.758,4,0.99,-0.38,-0.023
정훈,06-21,@KT,D,5:5,1,CF,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.267,0.316,0.442,0.758,26,1.71,-0.47,-0.107
정훈,06-23,@LG,L,8:18,1,PR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0.309,0.432,0.741,3,0.01,-0.38,0.000
정훈,06-27,넥센,W,9:8,9,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245,0.291,0.404,0.696,2,0.70,-0.18,-0.017
정훈,06-29,@한화,L,2:5,3,PH,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.253,0.305,0.411,0.715,6,0.75,0.40,0.038
정훈,07-04,두산,L,4:7,5,PH,0,1,1,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0.268,0.330,0.454,0.784,4,0.44,1.00,0.023
정훈,07-06,KT,W,11:9,2,1B,1,4,1,4,1,0,0,5,2,0,0,1,0,0,0,0,0,0,0.294,0.357,0.480,0.837,18,1.17,2.86,0.212
정훈,07-10,@삼성,L,3:6,2,1B,1,5,0,3,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0.300,0.358,0.473,0.830,22,0.59,0.29,0.052
정훈,07-17,@두산,W,12:6,9,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.297,0.360,0.468,0.828,6,0.59,-0.47,-0.015
정훈,07-19,@두산,L,1:7,2,1B,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0.349,0.452,0.801,14,0.94,-0.69,-0.075
정훈,07-21,SK,L,3:4,2,1B,1,4,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.283,0.341,0.442,0.782,24,1.97,-1.08,-0.221
정훈,07-24,NC,L,2:3,5,PH,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.285,0.341,0.439,0.780,7,2.33,-0.44,-0.102
정훈,07-26,NC,W,13:1,2,CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0.343,0.429,0.771,0,0.00,0.00,0.000
정훈,07-29,@넥센,W,4:3,3,1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0.343,0.429,0.771,0,0.00,0.00,0.000
정훈,08-01,@KIA,L,1:8,4,1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0.340,0.425,0.765,0,0.00,0.00,0.000
정훈,09-05,@한화,L,5:11,3,RF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0.340,0.425,0.765,0,0.00,0.00,0.000
정훈,09-07,SK,L,0:3,8,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,0.342,0.426,0.769,6,1.60,-0.54,-0.045
정훈,09-11,두산,L,4:17,3,RF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,0.342,0.426,0.769,0,0.00,0.00,0.000
정훈,09-19,@LG,W,15:11,4,PR,0,2,1,2,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0.288,0.353,0.439,0.793,11,1.00,2.29,0.335
정훈,09-23,@삼성,L,2:5,9,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285,0.353,0.431,0.783,2,1.53,-0.38,-0.035
정훈,09-26,NC,W,10:7,1,PH,0,3,2,1,0,1,0,3,2,0,0,0,0,0,1,0,0,0,0.287,0.352,0.462,0.813,16,0.76,2.09,-0.023
정훈,09-28,@넥센,L,8:9,5,PH,0,2,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.290,0.354,0.469,0.823,8,1.13,0.25,-0.044
정훈,09-30,@KT,W,8:7,5,1B,1,4,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0.287,0.353,0.460,0.813,21,1.56,-0.32,-0.078
정훈,10-03,@한화,L,6:7,6,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.294,0.358,0.484,0.842,2,2.61,-0.84,-0.128
정훈,10-07,@NC,W,8:2,5,1B,1,4,2,3,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0.304,0.365,0.506,0.871,21,0.58,2.48,0.198
정훈,10-10,KT,L,1:10,9,PH,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.304,0.365,0.503,0.868,10,0.25,0.14,0.022
정훈,10-11,@KIA,W,4:0,5,1B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,0.362,0.497,0.859,3,0.06,-0.26,-0.002
정훈,10-13,@KIA,W,5:1,5,1B,1,4,1,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0.306,0.363,0.494,0.857,17,0.69,-0.05,-0.022
오태곤,03-24,@KIA,W,5:4,8,LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0.00,0.00,0.000
오태곤,03-27,@SK,L,5:8,7,LF,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,9,0.72,-0.52,-0.036
오태곤,03-29,@SK,W,7:1,1,LF,1,4,1,1,0,0,1,4,2,0,0,1,0,0,1,0,0,0,0.143,0.250,0.571,0.821,15,0.49,1.22,0.005
오태곤,03-31,두산,W,20:8,1,1B,1,6,3,2,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0.250,0.333,0.500,0.833,30,0.87,2.62,0.145
오태곤,04-03,@넥센,W,7:1,1,LF,1,4,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.286,0.375,0.476,0.851,15,0.42,-0.02,-0.010
오태곤,04-05,@넥센,L,3:4,8,LF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.207,0.281,0.345,0.626,14,1.08,-0.81,-0.109
오태곤,04-08,한화,L,8:12,8,LF,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.212,0.278,0.333,0.611,5,0.36,-0.38,-0.018
오태곤,04-11,@NC,W,12:4,4,1B,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.216,0.275,0.324,0.599,4,0.01,1.00,0.001
오태곤,04-13,@LG,L,1:3,9,LF,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.250,0.298,0.477,0.775,10,1.33,-0.90,-0.105
오태곤,04-15,@LG,L,8:11,1,PH,0,1,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0.261,0.320,0.500,0.820,10,1.42,1.27,0.117
오태곤,04-18,SK,L,3:8,9,LF,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.260,0.327,0.480,0.807,12,0.40,0.51,0.027
오태곤,04-21,@삼성,L,1:4,2,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241,0.305,0.444,0.750,1,1.17,-0.38,-0.033
오태곤,04-24,롯데,L,8:14,1,PH,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.254,0.323,0.458,0.781,9,0.04,0.68,0.003
오태곤,04-26,롯데,W,5:2,7,LF,1,3,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.292,0.370,0.538,0.908,15,0.86,1.00,0.092
오태곤,04-28,KIA,W,9:2,6,LF,1,4,1,2,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0.306,0.383,0.569,0.952,12,0.57,0.80,0.011
오태곤,05-01,@두산,L,2:4,6,LF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.288,0.360,0.525,0.885,10,1.35,-0.71,-0.086
오태곤,05-04,넥센,L,1:11,3,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.277,0.348,0.506,0.854,6,0.01,-0.26,-0.001
오태곤,05-08,삼성,L,4:9,7,LF,1,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.264,0.340,0.483,0.823,16,1.51,-0.36,-0.053
오태곤,05-10,삼성,W,5:4,5,PR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280,0.350,0.505,0.855,5,3.83,-0.34,-0.108
오태곤,05-13,@롯데,L,1:3,9,PR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0.352,0.505,0.858,4,0.97,-0.18,-0.024
오태곤,05-16,@한화,L,4:5,9,LF,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0.343,0.490,0.832,1,2.90,-0.23,-0.045
오태곤,05-18,NC,L,1:6,8,RF,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.279,0.342,0.481,0.823,8,1.44,-1.02,-0.075
오태곤,05-20,NC,W,18:3,6,1B,0,2,2,2,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0.292,0.353,0.500,0.853,2,0.01,1.53,0.001
오태곤,05-23,@KIA,W,9:8,7,LF,1,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.298,0.355,0.509,0.864,14,1.03,0.73,0.049
오태곤,05-25,LG,W,13:7,7,RF,1,4,1,3,2,0,0,5,1,0,0,0,0,0,1,0,0,0,0.303,0.361,0.516,0.877,13,0.74,1.87,0.244
오태곤,05-27,LG,W,8:7,8,LF,1,3,1,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0.297,0.353,0.523,0.876,19,1.62,0.54,0.027
오태곤,05-30,@삼성,L,3:4,8,CF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.285,0.338,0.496,0.834,11,1.75,-1.27,-0.186
오태곤,06-01,@SK,L,1:8,1,RF,1,4,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.287,0.338,0.490,0.827,10,0.81,0.24,0.040
오태곤,06-03,@SK,W,6:3,1,LF,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.278,0.331,0.470,0.801,18,0.54,-0.32,-0.057
오태곤,06-06,KIA,L,2:5,1,LF,1,3,1,1,0,0,1,4,1,0,0,1,0,0,0,1,0,0,0.285,0.343,0.487,0.830,10,0.93,0.45,0.097
오태곤,06-08,넥센,L,5:11,6,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.273,0.333,0.467,0.800,18,0.93,-1.57,-0.105
오태곤,06-10,넥센,L,1:6,8,RF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274,0.333,0.464,0.798,0,0.00,0.00,0.000
오태곤,06-13,@두산,L,4:6,7,RF,1,4,1,2,0,0,1,5,2,0,0,0,0,0,1,0,0,0,0.284,0.340,0.489,0.829,9,1.63,1.54,0.337
오태곤,06-15,@NC,L,4:5,1,1B,1,3,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0.284,0.342,0.481,0.823,20,0.90,-0.63,-0.060
오태곤,06-17,@NC,W,5:4,2,1B,1,5,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0.283,0.338,0.476,0.815,17,0.91,-0.47,-0.073
오태곤,06-20,롯데,L,4:11,8,RF,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.279,0.336,0.467,0.803,11,0.76,0.04,-0.053
오태곤,06-22,SK,L,9:13,6,LF,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.277,0.339,0.475,0.815,18,1.59,-1.00,-0.122
오태곤,06-27,@LG,L,2:7,8,LF,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.272,0.333,0.466,0.799,13,1.32,-0.65,-0.067
오태곤,07-06,@롯데,L,9:11,8,RF,1,3,2,2,1,1,0,5,2,0,0,2,0,0,0,0,0,0,0.276,0.342,0.481,0.823,23,1.04,3.53,0.395
오태곤,07-08,@롯데,L,5:10,5,CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0.340,0.477,0.817,0,0.00,0.00,0.000
오태곤,07-11,두산,L,0:6,9,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.274,0.338,0.470,0.808,6,0.65,-0.18,-0.016
오태곤,07-17,한화,L,1:8,7,1B,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.278,0.339,0.476,0.814,16,0.59,-0.81,-0.059
오태곤,07-19,한화,W,8:7,3,PR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.275,0.336,0.472,0.808,0,1.17,0.17,0.009
오태곤,07-21,@KIA,L,2:8,7,RF,1,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.274,0.336,0.466,0.802,11,1.24,0.00,0.001
오태곤,07-26,@넥센,W,7:4,5,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0.333,0.462,0.795,4,0.01,-0.12,0.000
오태곤,07-28,LG,W,11:10,2,PH,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.269,0.330,0.455,0.784,6,3.99,-0.70,-0.187
오태곤,07-31,@한화,W,5:4,7,PR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.270,0.331,0.455,0.786,0,0.88,0.09,0.013
오태곤,08-02,@한화,L,3:5,2,LF,1,4,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.277,0.336,0.462,0.798,17,0.87,0.87,0.108
오태곤,08-05,넥센,L,2:20,2,1B,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.277,0.335,0.458,0.793,13,0.22,-1.03,-0.040
오태곤,08-08,@NC,L,3:7,1,LF,1,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.276,0.333,0.455,0.789,12,1.15,-1.40,-0.111
오태곤,08-11,@한화,L,3:5,2,RF,1,3,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.275,0.330,0.460,0.790,12,2.21,-0.37,-0.070
오태곤,08-14,NC,W,10:0,8,1B,1,4,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.270,0.323,0.449,0.772,17,0.22,-0.42,-0.026
오태곤,09-05,LG,L,3:4,9,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0.320,0.444,0.764,5,0.56,-0.18,-0.014
오태곤,09-07,한화,W,12:4,7,1B,1,4,1,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0.268,0.319,0.444,0.763,15,0.34,0.03,0.047
오태곤,09-11,@SK,L,3:4,7,1B,0,3,1,1,0,0,1,4,1,0,0,0,0,0,1,0,1,0,0.267,0.321,0.451,0.772,14,1.36,0.33,-0.033
오태곤,09-13,@두산,L,3:10,2,RF,1,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.266,0.318,0.455,0.772,11,0.67,-0.88,-0.056
오태곤,09-15,삼성,L,5:7,2,PH,0,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.265,0.320,0.450,0.770,18,1.63,0.28,-0.024
오태곤,09-18,SK,W,9:5,2,LF,1,5,1,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0.262,0.316,0.443,0.760,19,1.34,0.73,0.201
오태곤,09-20,@롯데,L,10:11,2,RF,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.259,0.315,0.438,0.752,7,1.50,-0.36,-0.039
오태곤,09-26,KIA,W,9:2,7,1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0.316,0.436,0.752,0,0.00,0.00,0.000
오태곤,09-29,롯데,L,3:8,2,PH,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.260,0.317,0.436,0.753,2,0.02,0.28,0.001
오태곤,10-06,삼성,W,6:1,7,1B,1,4,1,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0.259,0.315,0.435,0.751,13,0.94,0.86,0.124
