,이름,year,안타,2타,3타,홈런,사구,볼넷,고4,병살,삼진,희타,타수,도루,투구,gap,num_game,on_base,slg
t13,손아섭,2021,5,1,0,0,0,3,0,1,3,0,23,2,94,4,5,0.34615384615384615,0.30434782608695654
t14,손아섭,2021,3,0,0,0,0,1,0,0,5,0,20,0,86,4,5,0.19047619047619047,0.15
t15,손아섭,2021,6,0,0,0,0,2,0,0,4,0,21,3,77,5,5,0.34782608695652173,0.2857142857142857
t16,손아섭,2021,7,1,0,0,0,4,1,0,1,0,19,0,79,5,5,0.5416666666666666,0.47368421052631576
t17,손아섭,2021,6,1,0,0,1,3,0,1,3,0,24,0,97,5,5,0.39285714285714285,0.3333333333333333
t18,손아섭,2021,6,0,0,0,0,1,0,1,2,0,25,0,98,5,5,0.2692307692307692,0.24
t1,박성한,2021,9,2,1,0,0,1,0,0,4,1,18,0,79,5,5,0.65,0.8888888888888888
t2,박성한,2021,4,1,0,0,0,2,0,0,4,0,14,2,74,5,5,0.4375,0.42857142857142855
t3,박성한,2021,6,1,0,1,0,2,0,0,2,0,17,0,71,6,5,0.5263157894736842,0.7058823529411765
t4,박성한,2021,6,1,0,1,0,0,0,0,3,1,15,0,56,34,5,0.5,0.8
t5,박성한,2021,3,2,0,0,0,0,0,0,1,0,9,0,36,4,5,0.5555555555555556,0.7777777777777778
t6,박성한,2021,3,1,0,0,0,1,0,0,3,0,15,0,62,5,5,0.3125,0.3333333333333333
t7,박성한,2021,1,0,0,0,0,0,0,0,3,0,11,0,35,4,5,0.09090909090909091,0.09090909090909091
t8,박성한,2021,5,1,0,0,0,3,0,1,2,0,15,1,74,4,5,0.5,0.4666666666666667
t9,박성한,2021,2,1,0,0,0,3,0,0,1,0,10,1,54,10,5,0.46153846153846156,0.4
t10,박성한,2021,6,0,0,0,0,0,0,0,2,1,15,0,70,7,5,0.375,0.4
t11,박성한,2021,5,1,0,0,0,3,0,0,6,0,17,1,101,6,5,0.45,0.4117647058823529
t12,박성한,2021,6,2,0,0,1,2,0,0,1,1,16,0,81,7,5,0.55,0.625
t13,박성한,2021,4,0,0,0,0,1,0,0,3,2,16,2,62,5,5,0.2631578947368421,0.25
t14,박성한,2021,7,1,0,1,0,3,0,0,2,2,16,0,84,6,5,0.5714285714285714,0.8125
t15,박성한,2021,1,1,0,0,0,3,0,0,3,0,13,0,58,5,5,0.3125,0.23076923076923078
t16,박성한,2021,2,0,0,0,0,1,0,0,2,0,8,0,29,5,5,0.3333333333333333,0.25
t17,박성한,2021,4,2,0,0,0,0,0,0,1,0,8,0,37,6,5,0.75,1.0
t18,박성한,2021,1,0,0,0,0,1,0,0,2,0,13,0,41,5,5,0.14285714285714285,0.07692307692307693
t1,최지훈,2021,2,1,0,0,1,1,0,1,2,0,14,0,58,5,5,0.3125,0.2857142857142857
t2,최지훈,2021,3,0,0,0,0,0,0,0,5,0,16,0,60,5,5,0.1875,0.1875
t3,최지훈,2021,0,0,0,0,0,0,0,1,2,1,11,0,37,6,5,0.0,0.0
t4,최지훈,2021,3,0,0,0,0,3,0,0,0,0,18,1,66,34,5,0.2857142857142857,0.16666666666666666
t5,최지훈,2021,3,1,0,0,1,2,0,1,0,1,12,0,67,4,5,0.4375,0.4166666666666667
t6,최지훈,2021,6,2,0,0,0,1,0,0,2,0,25,0,94,4,5,0.34615384615384615,0.4
t7,최지훈,2021,7,1,0,0,0,6,0,0,4,1,19,2,104,5,5,0.5384615384615384,0.47368421052631576
t8,최지훈,2021,8,1,1,1,2,0,0,0,2,1,18,2,89,5,5,0.6190476190476191,0.9444444444444444
t9,최지훈,2021,3,1,0,0,0,2,0,0,4,0,19,1,79,5,5,0.2857142857142857,0.2631578947368421
t10,최지훈,2021,4,0,0,0,0,0,0,1,2,1,19,1,63,6,5,0.2,0.21052631578947367
t11,최지훈,2021,3,0,0,1,0,4,0,0,5,0,16,0,97,6,5,0.4,0.4375
t12,최지훈,2021,10,2,0,1,0,3,0,0,3,0,24,3,109,6,5,0.5925925925925926,0.75
t13,최지훈,2021,8,2,1,0,0,3,0,1,1,0,23,1,99,7,5,0.5384615384615384,0.6521739130434783
t14,최지훈,2021,2,0,0,1,1,5,0,0,4,0,13,2,80,4,5,0.47368421052631576,0.46153846153846156
t15,최지훈,2021,1,0,0,0,0,2,0,1,0,0,5,0,30,16,5,0.42857142857142855,0.2
t16,최지훈,2021,2,0,0,0,1,2,0,0,1,0,8,0,49,5,5,0.45454545454545453,0.25
t17,최지훈,2021,1,0,0,0,0,2,0,0,3,0,15,1,56,5,5,0.17647058823529413,0.06666666666666667
t18,최지훈,2021,3,0,0,0,0,4,0,0,3,0,17,3,101,5,5,0.3333333333333333,0.17647058823529413
t1,로맥,2021,0,0,0,0,1,2,0,1,4,0,7,0,49,14,5,0.3,0.0
t2,로맥,2021,4,0,0,0,1,2,0,0,5,0,16,0,74,7,5,0.3684210526315789,0.25
t3,로맥,2021,4,0,0,1,1,4,0,0,4,0,16,0,92,33,5,0.47619047619047616,0.5
t4,로맥,2021,5,0,0,0,0,2,0,0,3,0,18,0,84,5,5,0.35,0.2777777777777778
t5,로맥,2021,3,0,0,1,0,7,0,2,4,0,17,0,92,4,5,0.4583333333333333,0.4117647058823529
t6,로맥,2021,2,0,0,1,0,2,0,1,3,0,16,0,69,4,5,0.2777777777777778,0.375
t7,로맥,2021,4,1,0,2,0,4,0,0,6,0,19,0,100,4,5,0.4782608695652174,0.7368421052631579
t8,로맥,2021,3,0,0,0,0,4,0,0,6,0,18,1,99,7,5,0.3181818181818182,0.16666666666666666
t9,로맥,2021,6,1,0,4,0,1,0,0,2,0,20,0,80,6,5,0.5714285714285714,1.2
t10,로맥,2021,5,1,0,0,0,6,0,0,2,0,17,0,101,5,5,0.5217391304347826,0.4117647058823529
t11,로맥,2021,7,0,0,0,0,2,0,1,6,0,21,0,98,8,5,0.391304347826087,0.3333333333333333
t12,로맥,2021,3,0,0,1,0,5,1,1,3,0,18,0,87,6,5,0.4166666666666667,0.3888888888888889
t13,로맥,2021,5,1,0,3,0,4,0,1,3,0,19,0,99,4,5,0.5652173913043478,1.0
t14,로맥,2021,4,1,0,0,0,2,0,0,5,0,16,0,75,4,5,0.3888888888888889,0.375
t15,로맥,2021,5,1,0,2,0,1,0,0,1,0,19,0,60,5,5,0.45,0.7894736842105263
t16,로맥,2021,5,1,0,1,0,1,0,0,4,0,20,0,95,5,5,0.38095238095238093,0.55
t17,로맥,2021,6,0,0,2,0,2,0,0,6,0,19,0,92,6,5,0.47619047619047616,0.7368421052631579
t1,양의지,2021,4,2,0,1,1,1,0,1,1,0,17,0,76,5,5,0.47368421052631576,0.7058823529411765
t2,양의지,2021,6,2,0,1,0,4,0,1,2,0,15,0,82,7,5,0.6842105263157895,0.9333333333333333
t3,양의지,2021,8,0,0,1,0,2,0,0,2,0,21,0,76,7,5,0.4782608695652174,0.5714285714285714
t5,양의지,2021,8,2,0,2,0,3,1,1,3,0,21,1,86,6,5,0.64,0.9523809523809523
t6,양의지,2021,7,2,0,3,0,0,0,0,4,0,20,0,80,5,5,0.6,1.15
t7,양의지,2021,7,1,0,3,0,4,0,0,2,0,17,0,94,6,5,0.7142857142857143,1.2352941176470589
t8,양의지,2021,4,1,0,0,0,4,1,1,2,0,19,0,83,5,5,0.4166666666666667,0.3157894736842105
t9,양의지,2021,7,1,0,0,1,3,0,0,2,0,17,0,95,6,5,0.5714285714285714,0.5294117647058824
t10,양의지,2021,6,0,0,2,0,5,0,0,3,0,18,0,85,6,5,0.5652173913043478,0.7777777777777778
t11,양의지,2021,8,2,0,2,1,2,0,0,0,0,16,0,71,4,5,0.7894736842105263,1.25
t12,양의지,2021,5,1,0,1,0,6,1,1,0,0,16,0,87,5,5,0.6086956521739131,0.6875
t13,양의지,2021,6,1,0,2,0,4,0,0,0,0,14,0,64,7,5,0.7222222222222222,1.1428571428571428
t14,양의지,2021,6,1,1,1,0,2,0,0,3,0,18,0,85,4,5,0.55,0.8333333333333334
t15,양의지,2021,5,1,0,0,1,3,0,0,0,0,17,1,59,4,5,0.47619047619047616,0.4117647058823529
t16,양의지,2021,5,0,0,1,0,3,0,0,4,0,14,0,76,5,5,0.5294117647058824,0.6428571428571429
t17,양의지,2021,7,4,0,1,2,1,0,0,4,0,21,0,80,5,5,0.625,0.9047619047619048
t1,김인태,2021,3,1,0,1,0,1,0,1,5,0,19,0,77,6,5,0.3,0.47368421052631576
t2,김인태,2021,6,1,0,0,0,2,0,0,3,0,15,0,70,5,5,0.5294117647058824,0.5333333333333333
t3,김인태,2021,1,0,0,0,0,1,0,0,2,0,11,0,46,6,5,0.16666666666666666,0.09090909090909091
t5,김인태,2021,7,3,0,1,0,6,0,1,4,0,17,0,92,8,5,0.7391304347826086,1.0
t6,김인태,2021,5,1,0,0,0,5,0,0,0,1,14,0,81,5,5,0.55,0.5
t7,김인태,2021,2,0,0,0,0,5,0,0,2,1,11,0,59,3,5,0.4117647058823529,0.18181818181818182
t8,김인태,2021,4,1,0,0,0,0,0,1,3,1,16,0,69,5,5,0.29411764705882354,0.375
t9,김인태,2021,1,1,0,0,0,1,0,0,6,0,17,0,83,5,5,0.16666666666666666,0.17647058823529413
t10,김인태,2021,9,1,1,3,0,2,0,1,2,0,21,0,79,5,5,0.6956521739130435,1.2380952380952381
t11,김인태,2021,1,0,0,0,0,4,0,0,2,0,13,0,81,6,5,0.29411764705882354,0.07692307692307693
t12,김인태,2021,4,1,0,0,0,6,0,1,2,1,15,0,91,6,5,0.5,0.4
t13,김인태,2021,4,1,0,0,1,2,0,0,3,0,17,0,79,4,5,0.4,0.35294117647058826
t14,김인태,2021,5,1,0,1,0,5,0,2,1,0,15,0,84,6,5,0.6,0.7333333333333333
t15,김인태,2021,4,0,0,0,0,2,0,0,3,0,17,0,81,5,5,0.3157894736842105,0.23529411764705882
t16,김인태,2021,4,0,0,0,0,2,0,0,3,0,10,0,39,5,5,0.5,0.4
t17,김인태,2021,1,0,0,0,0,2,0,0,2,0,6,0,28,6,5,0.375,0.16666666666666666
t1,김성현,2021,1,0,0,0,0,0,0,0,4,0,7,0,31,4,5,0.14285714285714285,0.14285714285714285
t2,김성현,2021,5,3,0,1,0,2,0,1,2,0,15,0,62,6,5,0.6470588235294118,1.0
t3,김성현,2021,1,0,0,0,0,0,0,1,4,0,17,0,77,6,5,0.058823529411764705,0.058823529411764705
t4,김성현,2021,7,1,0,0,0,0,0,0,1,0,18,2,58,7,5,0.4444444444444444,0.5
t5,김성현,2021,5,0,0,1,0,3,0,1,1,0,12,0,70,33,5,0.6,0.75
t6,김성현,2021,3,1,0,0,0,3,0,0,3,1,13,0,67,7,5,0.4117647058823529,0.38461538461538464
t7,김성현,2021,5,2,0,1,0,2,0,0,0,0,15,0,63,6,5,0.5882352941176471,0.8666666666666667
t8,김성현,2021,0,0,0,0,0,0,0,0,0,0,4,0,8,5,5,0.0,0.0
t9,김성현,2021,0,0,0,0,0,2,0,1,1,0,6,1,33,5,5,0.25,0.0
t10,김성현,2021,2,0,0,0,0,3,0,1,0,0,9,0,36,10,5,0.4166666666666667,0.2222222222222222
t11,김성현,2021,3,1,0,1,0,2,0,0,2,0,11,0,57,4,5,0.5384615384615384,0.8181818181818182
t12,김성현,2021,4,0,0,0,0,1,0,0,0,0,6,0,24,5,5,0.7142857142857143,0.6666666666666666
t13,김성현,2021,3,1,0,0,0,1,0,0,1,1,13,0,46,4,5,0.3333333333333333,0.38461538461538464
t14,김성현,2021,7,2,0,0,0,1,0,0,2,1,17,1,72,6,5,0.5263157894736842,0.6470588235294118
t15,김성현,2021,2,0,0,0,0,1,0,0,3,0,14,0,47,5,5,0.2,0.14285714285714285
t16,김성현,2021,4,0,0,1,0,4,0,1,2,0,17,0,90,5,5,0.42857142857142855,0.47058823529411764
t17,김성현,2021,4,0,0,0,0,3,0,1,0,0,11,1,54,6,5,0.5,0.36363636363636365
t1,허경민,2021,3,1,0,0,0,0,0,2,1,1,19,0,59,5,5,0.2,0.2631578947368421
t2,허경민,2021,3,2,0,0,0,1,0,0,0,0,14,0,71,5,5,0.4,0.5
t3,허경민,2021,3,1,0,0,1,1,0,2,1,0,14,0,61,6,5,0.375,0.35714285714285715
t5,허경민,2021,11,3,0,0,0,1,0,0,1,0,23,0,94,6,5,0.625,0.7391304347826086
t6,허경민,2021,3,1,0,0,0,0,0,2,1,0,21,0,71,6,5,0.19047619047619047,0.23809523809523808
t7,허경민,2021,7,3,1,0,0,2,0,1,1,0,19,1,66,3,5,0.6190476190476191,0.8421052631578947
t8,허경민,2021,5,1,0,0,0,3,0,2,1,0,21,0,99,5,5,0.375,0.3333333333333333
t9,허경민,2021,6,1,0,1,1,1,0,0,2,0,18,0,77,8,5,0.5,0.6666666666666666
t10,허경민,2021,5,1,0,0,0,0,0,2,1,0,23,1,82,7,5,0.2608695652173913,0.30434782608695654
t11,허경민,2021,6,1,0,1,0,1,0,1,1,0,21,0,78,5,5,0.4090909090909091,0.5714285714285714
t12,허경민,2021,8,2,0,1,0,1,0,0,0,0,14,0,61,5,5,0.8,1.1428571428571428
t13,허경민,2021,3,0,0,0,2,1,0,2,2,0,18,0,79,7,5,0.2857142857142857,0.16666666666666666
t14,허경민,2021,7,1,0,0,0,4,1,0,1,0,20,0,83,5,5,0.52,0.45
t15,허경민,2021,9,2,0,1,0,2,0,0,1,0,22,0,84,4,5,0.5833333333333334,0.7727272727272727
t16,허경민,2021,6,0,0,0,0,2,0,2,3,0,21,0,92,4,5,0.34782608695652173,0.2857142857142857
t17,허경민,2021,7,1,0,0,0,0,0,0,3,0,22,0,91,5,5,0.36363636363636365,0.4090909090909091
t1,정훈,2021,6,1,0,1,0,5,0,0,3,0,18,0,90,6,5,0.5652173913043478,0.6666666666666666
t2,정훈,2021,1,0,0,0,0,4,0,1,3,0,16,0,83,6,5,0.25,0.0625
t3,정훈,2021,4,0,0,1,0,0,0,0,7,0,16,0,73,4,5,0.3125,0.5
t5,정훈,2021,6,0,0,0,0,2,0,0,2,0,19,1,80,6,5,0.38095238095238093,0.3157894736842105
t6,정훈,2021,8,2,0,3,0,1,0,0,1,0,20,0,71,5,5,0.6666666666666666,1.2
t7,정훈,2021,8,0,0,0,0,1,0,0,3,0,21,2,111,3,5,0.4090909090909091,0.38095238095238093
t8,정훈,2021,13,1,0,1,0,1,1,0,2,0,22,2,95,5,5,0.7083333333333334,0.8636363636363636
t9,정훈,2021,8,1,0,0,0,1,0,0,3,0,22,0,92,4,5,0.43478260869565216,0.45454545454545453
t10,정훈,2021,0,0,0,0,1,1,0,0,4,0,15,0,70,5,5,0.11764705882352941,0.0
t11,정훈,2021,6,0,0,1,0,3,1,1,3,0,17,0,80,7,5,0.5238095238095238,0.5882352941176471
t12,정훈,2021,5,3,0,0,0,4,0,0,3,0,19,0,96,7,5,0.5217391304347826,0.5789473684210527
t13,정훈,2021,7,0,0,1,0,5,0,0,4,0,20,1,105,4,5,0.52,0.55
t14,정훈,2021,4,0,0,1,0,1,0,0,8,0,19,1,89,4,5,0.3,0.42105263157894735
t15,정훈,2021,6,2,0,1,0,1,0,1,2,0,19,0,82,5,5,0.5,0.7368421052631579
t16,정훈,2021,7,2,0,0,0,7,0,0,3,0,19,0,126,8,5,0.6153846153846154,0.5789473684210527
t17,정훈,2021,5,4,0,0,0,5,0,0,3,1,19,0,109,4,5,0.56,0.6842105263157895
t1,강한울,2021,1,0,0,0,0,0,0,0,1,0,6,0,26,8,5,0.16666666666666666,0.16666666666666666
t2,강한울,2021,3,1,0,0,0,2,0,0,0,0,5,0,30,9,5,0.8571428571428571,1.0
t3,강한울,2021,3,0,0,0,0,1,0,0,3,0,9,0,42,34,5,0.4,0.3333333333333333
t4,강한울,2021,4,0,0,0,0,2,0,0,2,0,9,0,39,8,5,0.5454545454545454,0.4444444444444444
t5,강한울,2021,5,0,0,0,0,2,0,0,3,0,16,1,78,5,5,0.3888888888888889,0.3125
t6,강한울,2021,1,0,0,0,0,0,0,1,0,0,3,0,7,6,5,0.3333333333333333,0.3333333333333333
t7,강한울,2021,2,0,0,0,0,0,0,0,1,0,10,1,38,6,5,0.2,0.2
t8,강한울,2021,3,1,0,0,0,0,0,0,3,0,16,0,57,7,5,0.25,0.3125
t9,강한울,2021,1,0,0,0,0,1,0,0,4,0,9,0,54,6,5,0.2,0.1111111111111111
t10,강한울,2021,1,0,0,0,0,2,0,1,0,0,6,0,35,6,5,0.375,0.16666666666666666
t11,강한울,2021,2,0,0,0,0,1,0,0,3,0,8,0,39,7,5,0.3333333333333333,0.25
t12,강한울,2021,2,0,0,0,0,2,0,0,4,2,10,0,59,5,5,0.2857142857142857,0.2
t13,강한울,2021,3,0,0,0,0,0,0,0,3,0,10,0,47,6,5,0.3,0.3
t14,강한울,2021,1,0,0,0,0,2,0,1,5,0,8,0,48,5,5,0.3,0.125
t15,강한울,2021,7,1,0,0,0,3,0,0,2,0,16,0,95,4,5,0.5789473684210527,0.5625
t16,강한울,2021,2,1,0,0,0,3,0,1,2,0,11,0,63,5,5,0.42857142857142855,0.36363636363636365
t17,강한울,2021,2,0,0,0,0,2,0,0,8,1,17,0,77,4,5,0.2,0.11764705882352941
t1,김재환,2021,6,0,0,0,0,3,0,0,4,0,17,1,80,5,5,0.45,0.35294117647058826
t2,김재환,2021,6,2,0,1,0,0,0,1,5,0,18,0,70,5,5,0.5,0.7777777777777778
t3,김재환,2021,2,1,0,0,0,1,0,0,8,0,19,0,70,6,5,0.2,0.21052631578947367
t5,김재환,2021,3,1,0,1,1,4,0,1,6,0,18,0,100,14,5,0.43478260869565216,0.5
t6,김재환,2021,8,1,0,1,0,4,0,0,5,0,18,0,96,4,5,0.6363636363636364,0.7777777777777778
t7,김재환,2021,3,0,0,1,1,4,0,0,4,0,17,0,93,5,5,0.4090909090909091,0.4117647058823529
t8,김재환,2021,3,0,0,2,0,4,0,0,7,0,16,0,88,5,5,0.45,0.6875
t9,김재환,2021,5,0,0,2,0,2,0,1,6,0,18,0,89,5,5,0.45,0.7222222222222222
t10,김재환,2021,3,0,0,0,0,5,0,1,2,0,15,0,72,6,5,0.4,0.2
t11,김재환,2021,4,0,0,1,0,2,0,0,7,0,22,0,106,6,5,0.2916666666666667,0.36363636363636365
t12,김재환,2021,9,2,0,1,0,2,1,0,3,0,21,0,79,4,5,0.625,0.8095238095238095
t13,김재환,2021,3,0,0,0,1,2,0,0,3,0,14,0,83,6,5,0.35294117647058826,0.21428571428571427
t14,김재환,2021,9,1,0,2,0,4,0,0,5,0,19,0,101,5,5,0.6956521739130435,1.0
t15,김재환,2021,7,1,0,3,0,3,0,0,6,0,19,0,92,5,5,0.6363636363636364,1.105263157894737
t16,김재환,2021,2,0,1,0,0,4,0,0,1,0,15,0,83,4,5,0.3684210526315789,0.3333333333333333
t17,김재환,2021,2,0,0,1,0,5,0,0,4,0,14,0,81,4,5,0.42105263157894735,0.42857142857142855
t1,김선빈,2021,1,1,0,0,0,3,0,2,1,0,15,0,77,5,5,0.2777777777777778,0.2
t2,김선빈,2021,7,3,0,0,0,3,1,1,1,0,19,0,76,7,5,0.6086956521739131,0.6842105263157895
t3,김선빈,2021,9,3,0,1,0,2,0,0,1,0,21,0,80,7,5,0.6521739130434783,0.9047619047619048
t5,김선빈,2021,5,1,0,2,0,2,0,0,1,0,19,0,94,6,5,0.47619047619047616,0.7894736842105263
t6,김선빈,2021,4,1,0,0,0,0,0,0,3,0,22,0,82,6,5,0.22727272727272727,0.2727272727272727
t7,김선빈,2021,7,2,0,0,0,3,0,0,0,0,18,0,77,5,5,0.5714285714285714,0.6111111111111112
t8,김선빈,2021,8,1,0,0,0,4,0,0,0,0,19,0,82,7,5,0.5652173913043478,0.5263157894736842
t9,김선빈,2021,5,1,0,0,0,1,0,0,0,0,17,0,69,6,5,0.3888888888888889,0.4117647058823529
t10,김선빈,2021,4,0,0,0,0,4,1,1,1,0,18,0,87,7,5,0.391304347826087,0.2222222222222222
t11,김선빈,2021,5,0,0,0,0,3,0,1,2,1,19,0,86,7,5,0.34782608695652173,0.2631578947368421
t12,김선빈,2021,5,2,0,0,0,2,0,3,2,0,21,0,92,5,5,0.391304347826087,0.42857142857142855
t13,김선빈,2021,5,1,0,0,0,1,0,0,4,0,19,0,73,6,5,0.35,0.3684210526315789
t14,김선빈,2021,5,1,0,0,0,3,0,1,1,0,19,0,85,6,5,0.4090909090909091,0.3684210526315789
t15,김선빈,2021,6,1,0,0,0,2,0,0,2,0,23,0,93,5,5,0.36,0.34782608695652173
t16,김선빈,2021,5,1,0,0,0,1,0,0,1,0,21,0,78,5,5,0.3181818181818182,0.3333333333333333
t17,김선빈,2021,10,2,0,0,0,6,0,0,3,0,19,0,106,5,5,0.72,0.7368421052631579
t1,강민호,2021,4,1,0,0,0,3,0,1,1,0,12,0,54,5,5,0.5333333333333333,0.5
t2,강민호,2021,7,2,0,2,0,2,1,0,3,0,18,0,73,5,5,0.6666666666666666,1.0555555555555556
t3,강민호,2021,3,1,0,1,0,2,0,4,1,0,18,0,77,9,5,0.35,0.5
t4,강민호,2021,5,1,0,0,1,0,0,0,1,0,20,0,81,7,5,0.3333333333333333,0.35
t5,강민호,2021,5,0,0,2,0,3,1,0,4,0,19,0,95,5,5,0.4782608695652174,0.6842105263157895
t6,강민호,2021,7,0,0,2,0,0,0,2,0,0,18,0,66,4,5,0.5,0.8333333333333334
t7,강민호,2021,3,1,0,1,0,4,0,0,2,0,19,0,88,5,5,0.391304347826087,0.47368421052631576
t8,강민호,2021,4,1,0,0,0,2,0,0,3,0,14,0,63,4,5,0.4375,0.42857142857142855
t9,강민호,2021,7,1,0,0,1,1,0,0,3,0,15,0,49,9,5,0.5882352941176471,0.6
t10,강민호,2021,6,0,0,1,0,2,0,1,3,0,19,0,87,8,5,0.42857142857142855,0.5263157894736842
t11,강민호,2021,6,2,0,0,0,0,0,1,2,0,17,0,51,5,5,0.47058823529411764,0.5882352941176471
t12,강민호,2021,1,0,0,0,0,2,1,1,1,0,12,0,30,7,5,0.26666666666666666,0.08333333333333333
t13,강민호,2021,5,1,0,2,0,3,1,1,5,0,17,0,75,7,5,0.5714285714285714,0.8823529411764706
t14,강민호,2021,10,1,0,1,0,4,0,1,1,0,20,0,82,6,5,0.6666666666666666,0.8
t15,강민호,2021,8,1,0,1,0,0,0,0,1,0,18,0,66,5,5,0.5555555555555556,0.7777777777777778
t16,강민호,2021,6,0,0,0,0,1,0,0,1,0,18,0,65,5,5,0.3684210526315789,0.3333333333333333
t17,강민호,2021,5,2,0,1,0,1,0,0,4,0,15,0,53,5,5,0.5625,0.8666666666666667
t1,마차도,2021,5,1,0,0,1,1,0,0,5,0,22,0,87,6,5,0.3333333333333333,0.3181818181818182
t2,마차도,2021,5,0,0,0,0,2,0,1,1,0,17,0,62,6,5,0.3684210526315789,0.29411764705882354
t3,마차도,2021,5,0,0,0,0,3,0,2,0,0,18,0,84,4,5,0.38095238095238093,0.2777777777777778
t5,마차도,2021,8,1,0,0,0,2,0,0,4,0,23,0,97,7,5,0.44,0.43478260869565216
t6,마차도,2021,4,1,0,0,0,1,0,0,1,0,19,0,72,5,5,0.3,0.3157894736842105
t7,마차도,2021,6,3,0,0,0,4,0,0,2,0,18,0,84,6,5,0.5909090909090909,0.6666666666666666
t8,마차도,2021,6,0,0,0,0,4,0,0,5,0,20,0,104,5,5,0.4166666666666667,0.3
t9,마차도,2021,5,2,0,1,0,1,0,0,2,0,18,0,75,5,5,0.47368421052631576,0.7222222222222222
t10,마차도,2021,3,1,0,0,0,3,0,1,3,0,16,1,82,7,5,0.3684210526315789,0.3125
t11,마차도,2021,4,0,0,0,0,1,0,1,3,0,16,0,71,7,5,0.29411764705882354,0.25
t12,마차도,2021,5,2,0,2,0,8,1,0,1,0,14,0,87,5,5,0.782608695652174,1.2142857142857142
t13,마차도,2021,4,0,0,1,0,3,0,0,2,0,15,4,62,6,5,0.4444444444444444,0.5333333333333333
t14,마차도,2021,6,1,0,0,0,1,0,0,1,0,16,1,61,5,5,0.47058823529411764,0.5
t15,마차도,2021,4,0,0,0,0,2,0,2,1,0,18,0,64,4,5,0.3,0.2222222222222222
t16,마차도,2021,4,3,0,0,0,4,0,0,5,0,17,1,92,4,5,0.5238095238095238,0.5882352941176471
t1,김지찬,2021,5,0,0,0,0,3,0,0,1,0,14,1,70,5,5,0.47058823529411764,0.35714285714285715
t2,김지찬,2021,1,0,0,0,0,0,0,0,1,0,8,1,39,6,5,0.125,0.125
t3,김지찬,2021,1,0,0,0,0,0,0,0,1,0,7,1,26,6,5,0.14285714285714285,0.14285714285714285
t5,김지찬,2021,3,0,0,0,0,0,0,0,2,0,12,2,49,4,5,0.25,0.25
t6,김지찬,2021,5,0,0,0,0,1,0,0,2,1,19,1,77,5,5,0.2857142857142857,0.2631578947368421
t7,김지찬,2021,6,0,0,0,0,1,0,0,3,1,16,1,60,7,5,0.3888888888888889,0.375
t8,김지찬,2021,4,1,0,0,0,2,0,0,2,1,16,0,69,6,5,0.3684210526315789,0.375
t9,김지찬,2021,5,0,0,1,0,1,0,0,2,1,20,2,86,5,5,0.3181818181818182,0.45
t10,김지찬,2021,4,1,0,0,0,1,0,0,2,2,16,0,64,6,5,0.3157894736842105,0.375
t11,김지찬,2021,1,0,0,0,0,0,0,0,2,0,11,1,47,5,5,0.09090909090909091,0.09090909090909091
t12,김지찬,2021,2,0,0,0,0,2,0,0,3,0,8,2,52,5,5,0.4,0.25
t13,김지찬,2021,0,0,0,0,0,0,0,0,0,0,1,0,3,7,5,0.0,0.0
t14,김지찬,2021,3,0,0,0,0,0,0,0,3,0,18,0,61,5,5,0.16666666666666666,0.16666666666666666
t15,김지찬,2021,7,2,0,0,0,2,0,0,0,1,19,4,72,5,5,0.5,0.5789473684210527
t16,김지찬,2021,4,1,0,0,0,2,0,0,0,0,9,1,36,5,5,0.6363636363636364,0.6666666666666666
t1,유강남,2021,4,0,0,0,2,0,0,1,3,0,15,0,67,7,5,0.35294117647058826,0.26666666666666666
t2,유강남,2021,3,0,0,0,0,1,1,0,3,0,12,0,42,7,5,0.35714285714285715,0.25
t3,유강남,2021,3,0,0,1,1,0,0,0,2,1,16,0,57,7,5,0.2777777777777778,0.4375
t4,유강남,2021,4,0,0,0,0,1,0,0,1,0,15,0,56,5,5,0.3125,0.26666666666666666
t5,유강남,2021,6,3,0,0,0,1,0,0,2,0,18,0,69,4,5,0.5263157894736842,0.6666666666666666
t6,유강남,2021,4,0,0,0,0,1,0,0,3,1,17,0,68,5,5,0.2631578947368421,0.23529411764705882
t7,유강남,2021,2,1,0,0,1,2,0,1,5,0,16,0,85,7,5,0.3157894736842105,0.25
t8,유강남,2021,3,1,0,1,1,0,0,2,3,0,18,0,71,6,5,0.3157894736842105,0.5
t9,유강남,2021,7,0,0,0,0,0,0,1,4,0,17,1,68,6,5,0.4117647058823529,0.4117647058823529
t10,유강남,2021,4,1,0,1,0,1,0,0,2,0,13,0,56,4,5,0.5,0.7692307692307693
t11,유강남,2021,1,0,0,1,1,3,0,0,3,0,11,0,59,5,5,0.4,0.45454545454545453
t12,유강남,2021,7,3,0,0,1,0,0,1,1,0,17,0,76,5,5,0.6111111111111112,0.7647058823529411
t13,유강남,2021,4,0,0,0,0,0,0,0,5,0,19,0,73,7,5,0.21052631578947367,0.21052631578947367
t14,유강남,2021,2,0,0,0,0,2,0,1,2,0,19,0,82,6,5,0.19047619047619047,0.10526315789473684
t15,유강남,2021,2,0,0,0,1,1,0,1,2,0,12,0,57,5,5,0.2857142857142857,0.16666666666666666
t16,유강남,2021,6,0,0,1,2,3,0,0,1,0,16,1,82,5,5,0.5714285714285714,0.625
t1,박찬호,2021,3,0,1,0,0,1,0,1,4,1,17,0,78,4,5,0.2631578947368421,0.35294117647058826
