,이름,year,안타,2타,3타,홈런,사구,볼넷,고4,병살,삼진,희타,타수,도루,투구,gap,num_game,on_base,slg
t6,서건창,2021,7,1,0,1,0,3,0,1,2,0,23,0,108,4,5,0.46153846153846156,0.5652173913043478
t7,서건창,2021,5,0,1,1,1,2,0,1,3,0,22,0,96,4,5,0.4,0.5454545454545454
t8,서건창,2021,2,0,0,0,0,4,0,0,4,0,15,0,90,5,5,0.3157894736842105,0.13333333333333333
t9,서건창,2021,3,0,0,0,1,2,0,1,2,0,18,0,86,5,5,0.2857142857142857,0.16666666666666666
t10,서건창,2021,3,0,0,0,0,5,0,0,2,0,15,1,87,5,5,0.4,0.2
t11,서건창,2021,3,1,0,0,0,3,0,0,4,1,19,1,88,6,5,0.30434782608695654,0.2631578947368421
t12,서건창,2021,5,2,0,0,0,1,0,0,2,0,20,0,79,7,5,0.38095238095238093,0.45
t13,서건창,2021,4,1,0,0,1,5,1,0,1,0,15,0,82,4,5,0.5454545454545454,0.4
t14,서건창,2021,5,0,0,0,0,3,0,1,5,0,19,0,89,7,5,0.36363636363636365,0.2631578947368421
t15,서건창,2021,6,0,0,1,1,3,0,1,4,0,17,1,85,5,5,0.5238095238095238,0.5882352941176471
t16,서건창,2021,6,2,0,0,1,7,0,0,0,0,15,0,95,4,5,0.6956521739130435,0.6666666666666666
t17,서건창,2021,7,0,0,0,0,1,0,2,2,0,22,0,94,4,5,0.34782608695652173,0.3181818181818182
t18,서건창,2021,4,2,0,0,0,2,0,2,4,0,13,0,64,6,5,0.5333333333333333,0.6153846153846154
t1,추신수,2021,3,0,0,1,0,3,0,0,5,0,13,0,72,5,5,0.4375,0.5384615384615384
t2,추신수,2021,3,1,0,0,0,3,0,2,4,0,15,1,71,5,5,0.3888888888888889,0.3333333333333333
t3,추신수,2021,5,1,0,1,0,3,0,0,5,0,17,0,75,6,5,0.5,0.6470588235294118
t4,추신수,2021,2,0,0,0,1,2,0,2,5,0,15,1,79,34,5,0.2777777777777778,0.13333333333333333
t5,추신수,2021,5,1,0,2,0,1,0,0,5,0,14,1,52,5,5,0.6,1.0714285714285714
t6,추신수,2021,6,2,0,1,2,2,0,1,5,0,19,1,92,3,5,0.5652173913043478,0.7368421052631579
t7,추신수,2021,3,1,0,0,1,3,0,1,4,0,15,0,83,4,5,0.42105263157894735,0.3333333333333333
t8,추신수,2021,1,0,0,0,0,3,0,1,3,0,14,0,74,5,5,0.23529411764705882,0.07142857142857142
t9,추신수,2021,4,1,0,2,1,3,1,0,6,0,18,0,87,8,5,0.5217391304347826,0.7777777777777778
t10,추신수,2021,10,2,0,0,0,4,0,0,2,0,18,3,79,5,5,0.7272727272727273,0.7777777777777778
t11,추신수,2021,3,1,0,0,0,9,0,0,3,0,14,1,106,7,5,0.5652173913043478,0.35714285714285715
t12,추신수,2021,7,0,1,1,0,4,0,0,4,0,16,1,85,5,5,0.65,0.875
t13,추신수,2021,3,0,0,1,0,4,0,0,10,0,20,0,105,5,5,0.3333333333333333,0.35
t14,추신수,2021,1,0,0,0,1,6,0,0,3,0,14,1,102,7,5,0.38095238095238093,0.07142857142857142
t15,추신수,2021,7,1,0,1,0,4,0,0,6,0,18,1,112,4,5,0.5909090909090909,0.7222222222222222
t16,추신수,2021,3,0,0,0,2,6,0,0,5,0,16,3,108,4,5,0.4583333333333333,0.1875
t17,추신수,2021,5,0,0,4,0,3,0,0,4,0,21,1,97,6,5,0.5,1.0
t18,추신수,2021,5,0,0,1,2,0,0,1,3,0,17,1,64,5,5,0.42105263157894735,0.5294117647058824
t1,강백호,2021,5,2,0,2,0,0,0,0,5,0,19,0,79,5,5,0.47368421052631576,0.8947368421052632
t2,강백호,2021,4,1,0,0,0,3,0,0,3,0,18,0,88,6,5,0.38095238095238093,0.3333333333333333
t3,강백호,2021,7,5,0,1,0,4,1,0,6,0,20,0,109,5,5,0.72,1.05
t4,강백호,2021,8,2,0,1,0,5,0,0,2,0,17,0,99,34,5,0.7272727272727273,0.9411764705882353
t5,강백호,2021,5,2,0,0,0,5,1,0,6,0,16,0,93,7,5,0.5909090909090909,0.5625
t6,강백호,2021,5,1,0,2,0,10,1,0,2,0,10,1,102,6,5,0.9047619047619048,1.5
t7,강백호,2021,5,0,0,0,0,4,1,0,2,0,15,1,81,4,5,0.5,0.3333333333333333
t8,강백호,2021,8,2,0,0,0,3,0,0,3,0,18,1,101,6,5,0.6190476190476191,0.6666666666666666
t9,강백호,2021,5,1,0,0,0,2,1,0,5,0,23,0,105,6,5,0.34615384615384615,0.30434782608695654
t10,강백호,2021,9,1,0,1,0,4,0,1,2,0,17,2,88,6,5,0.7142857142857143,0.8823529411764706
t11,강백호,2021,6,2,0,1,0,6,1,0,4,0,17,0,104,6,5,0.6666666666666666,0.8235294117647058
t12,강백호,2021,11,1,0,1,0,3,0,0,5,0,20,0,118,7,5,0.6956521739130435,0.85
t13,강백호,2021,7,1,0,2,0,2,0,0,2,0,20,0,96,4,5,0.5454545454545454,0.85
t14,강백호,2021,6,2,0,0,0,4,0,0,3,0,16,0,84,7,5,0.6,0.625
t15,강백호,2021,8,2,0,0,0,3,0,0,3,0,20,0,98,5,5,0.5652173913043478,0.6
t16,강백호,2021,10,0,0,2,0,1,0,0,0,0,22,0,93,4,5,0.5652173913043478,0.8181818181818182
t17,강백호,2021,6,2,0,0,0,5,2,0,2,0,17,0,86,4,5,0.625,0.5882352941176471
t18,강백호,2021,8,0,1,0,0,1,0,3,3,0,21,0,94,5,5,0.45454545454545453,0.5238095238095238
t1,이원석,2021,2,0,0,0,1,3,0,2,2,0,16,0,76,4,5,0.3,0.125
t2,이원석,2021,2,0,0,0,1,1,0,0,4,1,13,0,64,5,5,0.25,0.15384615384615385
t3,이원석,2021,5,0,0,0,0,6,2,0,2,0,13,0,71,6,5,0.6190476190476191,0.38461538461538464
t4,이원석,2021,3,0,0,0,1,1,0,1,1,0,15,0,42,5,5,0.29411764705882354,0.2
t5,이원석,2021,3,0,0,1,0,1,0,0,2,0,14,0,46,34,5,0.3333333333333333,0.5
t6,이원석,2021,7,2,0,0,0,3,0,1,0,0,17,0,76,8,5,0.6,0.6470588235294118
t7,이원석,2021,3,1,0,0,0,2,0,1,0,0,13,0,64,6,5,0.4,0.38461538461538464
t8,이원석,2021,6,2,0,1,0,3,0,1,0,0,18,0,98,5,5,0.5714285714285714,0.7777777777777778
t9,이원석,2021,5,1,0,1,0,0,0,0,0,0,19,0,68,5,5,0.3684210526315789,0.5789473684210527
t10,이원석,2021,5,1,0,1,2,0,0,2,5,0,17,0,67,5,5,0.47368421052631576,0.6470588235294118
t11,이원석,2021,6,3,0,0,0,3,0,0,4,0,14,0,71,8,5,0.7058823529411765,0.8571428571428571
t12,이원석,2021,4,1,0,0,1,3,0,1,4,0,14,0,78,6,5,0.5,0.42857142857142855
t13,이원석,2021,4,0,0,1,1,1,0,0,3,0,17,0,81,8,5,0.3684210526315789,0.47058823529411764
t14,이원석,2021,1,0,0,0,0,5,0,0,6,0,13,0,87,4,5,0.3333333333333333,0.07692307692307693
t15,이원석,2021,3,1,0,1,1,1,0,0,4,0,14,0,63,5,5,0.4375,0.6428571428571429
t16,이원석,2021,5,2,0,0,0,4,0,0,6,0,16,0,81,4,5,0.55,0.5625
t17,이원석,2021,4,0,0,1,0,2,0,0,2,0,14,1,70,7,5,0.4375,0.5714285714285714
t18,이원석,2021,2,0,0,0,0,3,0,0,4,0,14,0,76,4,5,0.29411764705882354,0.14285714285714285
t1,홍창기,2021,4,0,0,0,0,2,0,0,3,0,20,0,82,6,5,0.2727272727272727,0.2
t2,홍창기,2021,6,1,0,1,0,3,1,0,4,0,20,1,88,7,5,0.5,0.6
t3,홍창기,2021,6,0,0,0,1,2,0,1,5,0,19,2,83,5,5,0.4090909090909091,0.3157894736842105
t5,홍창기,2021,10,1,0,0,0,2,0,0,5,0,22,0,101,5,5,0.5416666666666666,0.5454545454545454
t6,홍창기,2021,9,3,0,0,0,6,0,0,1,0,18,0,104,5,5,0.75,0.8333333333333334
t7,홍창기,2021,7,2,0,0,1,6,2,0,4,0,17,1,109,5,5,0.6923076923076923,0.6470588235294118
t8,홍창기,2021,4,1,0,0,2,2,0,0,3,0,17,2,80,4,5,0.42857142857142855,0.35294117647058826
t9,홍창기,2021,4,0,0,0,2,1,0,0,1,0,13,1,60,5,5,0.4375,0.3076923076923077
t10,홍창기,2021,5,0,0,1,0,7,0,0,3,0,14,0,91,4,5,0.6190476190476191,0.6428571428571429
t11,홍창기,2021,6,0,0,0,1,5,0,1,4,0,18,0,103,4,5,0.5,0.3333333333333333
t12,홍창기,2021,7,2,0,0,1,6,0,0,1,0,16,3,104,5,5,0.6956521739130435,0.6875
t13,홍창기,2021,3,1,0,1,1,4,0,1,4,0,20,1,123,4,5,0.4,0.45
t14,홍창기,2021,5,1,0,0,0,4,0,0,0,0,20,0,75,6,5,0.4166666666666667,0.35
t15,홍창기,2021,7,0,1,0,0,4,0,0,5,0,17,1,81,5,5,0.5714285714285714,0.5882352941176471
t16,홍창기,2021,3,0,0,1,0,5,0,0,3,0,17,0,107,5,5,0.4090909090909091,0.4117647058823529
t17,홍창기,2021,5,2,0,0,0,3,0,1,2,0,20,0,105,4,5,0.43478260869565216,0.45
t18,홍창기,2021,10,1,0,0,2,2,0,1,2,0,21,3,94,4,5,0.6,0.5714285714285714
t1,최정,2021,6,1,0,3,0,1,0,0,2,0,15,0,70,5,5,0.6875,1.3333333333333333
t2,최정,2021,1,0,1,0,0,3,0,2,3,0,18,0,80,5,5,0.23809523809523808,0.2222222222222222
t3,최정,2021,7,1,0,2,2,3,0,0,1,0,15,1,84,6,5,0.75,1.1333333333333333
t5,최정,2021,4,1,0,0,2,4,0,1,2,0,14,0,91,5,5,0.55,0.42857142857142855
t6,최정,2021,9,2,0,3,0,3,0,0,2,0,19,0,76,5,5,0.7727272727272727,1.3157894736842106
t7,최정,2021,3,0,0,2,2,3,0,1,4,0,12,1,66,5,5,0.5882352941176471,0.9166666666666666
t8,최정,2021,6,1,0,2,2,2,0,0,2,0,18,1,80,5,5,0.5909090909090909,0.8888888888888888
t9,최정,2021,4,1,0,1,0,2,0,0,2,0,19,0,75,6,5,0.38095238095238093,0.5263157894736842
t10,최정,2021,2,0,0,0,3,2,0,1,2,0,13,0,71,7,5,0.3888888888888889,0.15384615384615385
t11,최정,2021,6,1,0,2,0,5,0,0,4,0,17,1,88,6,5,0.6363636363636364,0.9411764705882353
t12,최정,2021,7,3,0,2,1,4,0,0,4,0,18,0,93,8,5,0.7391304347826086,1.1666666666666667
t13,최정,2021,6,1,0,3,1,4,0,0,5,0,17,2,100,4,5,0.6818181818181818,1.1764705882352942
t14,최정,2021,6,1,0,0,1,4,0,0,5,0,19,0,90,6,5,0.5,0.42105263157894735
t15,최정,2021,6,0,0,1,0,4,0,0,3,0,15,1,88,5,5,0.5789473684210527,0.6666666666666666
t16,최정,2021,3,1,0,0,2,3,0,0,7,0,15,1,86,5,5,0.45,0.3333333333333333
t17,최정,2021,4,0,0,0,0,4,0,0,3,0,18,0,108,4,5,0.36363636363636365,0.2222222222222222
t18,최정,2021,3,0,0,2,0,1,0,0,4,0,16,0,70,4,5,0.35294117647058826,0.6875
t1,김현수,2021,3,2,0,0,0,3,1,0,0,0,16,0,67,5,5,0.45,0.4375
t2,김현수,2021,6,0,1,0,0,2,0,0,0,0,18,0,66,4,5,0.45,0.5
t3,김현수,2021,7,2,0,1,0,1,0,1,1,0,18,0,61,5,5,0.5789473684210527,0.8333333333333334
t5,김현수,2021,2,0,0,0,0,1,0,1,2,0,20,1,68,7,5,0.14285714285714285,0.1
t6,김현수,2021,8,2,0,3,0,2,0,0,0,0,21,0,82,4,5,0.6521739130434783,1.1428571428571428
t7,김현수,2021,2,1,0,1,0,5,0,1,0,0,17,0,78,4,5,0.4090909090909091,0.47058823529411764
t8,김현수,2021,6,0,0,0,0,1,0,1,2,0,20,0,68,5,5,0.3333333333333333,0.3
t9,김현수,2021,4,1,0,0,0,3,0,0,2,0,17,0,78,7,5,0.4,0.35294117647058826
t10,김현수,2021,7,1,0,1,0,2,0,1,5,0,19,0,88,5,5,0.5238095238095238,0.6842105263157895
t11,김현수,2021,6,0,0,1,1,1,1,0,2,0,20,0,73,6,5,0.43478260869565216,0.5
t12,김현수,2021,4,1,0,0,0,2,0,0,1,0,15,0,63,5,5,0.4117647058823529,0.4
t13,김현수,2021,7,1,0,1,0,6,0,0,0,0,18,0,110,5,5,0.625,0.7222222222222222
t14,김현수,2021,10,2,0,1,0,3,0,0,0,0,19,0,84,6,5,0.7272727272727273,0.9473684210526315
t15,김현수,2021,5,2,0,1,0,3,0,0,3,0,17,0,82,5,5,0.55,0.7647058823529411
t16,김현수,2021,4,1,0,1,0,4,0,1,5,0,19,0,97,5,5,0.43478260869565216,0.5263157894736842
t17,김현수,2021,6,0,0,2,0,2,0,0,0,0,18,0,85,4,5,0.5,0.7777777777777778
t18,김현수,2021,4,0,0,0,0,5,2,0,1,0,15,0,92,4,5,0.5,0.26666666666666666
t1,하주석,2021,7,2,0,1,0,2,0,0,3,0,19,3,101,5,5,0.5714285714285714,0.7894736842105263
t2,하주석,2021,6,1,0,1,1,3,0,0,5,0,17,1,85,7,5,0.5714285714285714,0.7058823529411765
t3,하주석,2021,3,1,0,0,1,2,0,0,4,2,16,0,76,5,5,0.3333333333333333,0.3125
t4,하주석,2021,2,0,0,0,0,2,0,0,2,0,20,0,85,33,5,0.18181818181818182,0.1
t5,하주석,2021,5,0,0,0,1,1,0,1,4,1,20,0,70,6,5,0.30434782608695654,0.25
t6,하주석,2021,5,0,1,0,0,2,0,0,6,0,15,0,75,6,5,0.47058823529411764,0.5333333333333333
t7,하주석,2021,4,0,1,0,1,2,0,0,6,0,18,1,96,5,5,0.38095238095238093,0.3888888888888889
t8,하주석,2021,6,4,0,0,0,1,0,0,7,0,21,1,107,4,5,0.5,0.6666666666666666
t9,하주석,2021,7,4,0,0,0,1,0,1,8,0,22,1,99,4,5,0.5217391304347826,0.6818181818181818
t10,하주석,2021,9,2,0,1,0,3,0,0,3,0,20,0,106,5,5,0.6521739130434783,0.85
t11,하주석,2021,3,0,0,0,0,1,0,0,5,0,22,0,74,7,5,0.17391304347826086,0.13636363636363635
t12,하주석,2021,5,0,0,0,0,0,0,1,3,0,20,0,87,6,5,0.25,0.25
t13,하주석,2021,6,2,0,0,3,5,0,0,8,0,16,0,103,5,5,0.6666666666666666,0.625
t14,하주석,2021,3,0,0,0,0,1,0,0,8,0,20,0,83,7,5,0.19047619047619047,0.15
t15,하주석,2021,7,2,1,1,0,4,0,0,2,0,20,2,93,4,5,0.625,0.9
t16,하주석,2021,3,0,0,1,0,4,0,0,3,0,15,0,74,4,5,0.42105263157894735,0.4666666666666667
t17,하주석,2021,7,1,0,1,0,3,0,0,2,0,17,1,79,4,5,0.6,0.7647058823529411
t18,하주석,2021,9,2,0,0,0,1,0,0,8,0,22,0,82,6,5,0.5217391304347826,0.5909090909090909
t1,박동원,2021,2,0,0,0,0,2,0,1,4,0,17,0,62,5,5,0.21052631578947367,0.11764705882352941
t2,박동원,2021,9,2,0,4,0,2,0,0,4,0,20,0,87,5,5,0.7727272727272727,1.45
t3,박동원,2021,3,1,0,0,0,0,0,2,3,0,19,0,76,6,5,0.21052631578947367,0.2631578947368421
t5,박동원,2021,7,1,0,3,1,1,0,0,6,0,19,0,76,5,5,0.6190476190476191,1.105263157894737
t6,박동원,2021,4,1,0,1,0,3,0,1,5,0,20,0,101,5,5,0.391304347826087,0.5
t7,박동원,2021,4,0,0,0,0,3,0,0,6,0,22,0,108,5,5,0.28,0.18181818181818182
t8,박동원,2021,5,2,0,1,0,2,0,1,3,0,21,0,80,5,5,0.43478260869565216,0.6190476190476191
t9,박동원,2021,5,0,0,2,0,2,0,1,4,0,18,0,76,4,5,0.45,0.7222222222222222
t10,박동원,2021,3,1,0,0,1,3,0,1,3,0,10,0,59,7,5,0.5714285714285714,0.5
t11,박동원,2021,5,1,0,2,1,4,0,0,4,0,11,0,70,6,5,0.8125,1.3636363636363635
t12,박동원,2021,6,0,0,5,0,2,0,0,5,0,14,0,79,6,5,0.8125,1.8571428571428572
t13,박동원,2021,1,0,0,1,0,2,0,0,3,0,8,0,53,4,5,0.4,0.625
t14,박동원,2021,5,0,0,0,1,0,0,0,4,0,11,0,48,4,5,0.5,0.45454545454545453
t15,박동원,2021,4,1,0,1,0,2,0,0,4,0,13,0,60,4,5,0.5333333333333333,0.7692307692307693
t16,박동원,2021,1,0,0,0,0,1,0,0,7,1,12,0,51,9,5,0.14285714285714285,0.08333333333333333
t17,박동원,2021,3,1,0,0,0,1,0,1,6,1,18,0,90,6,5,0.25,0.2777777777777778
t18,박동원,2021,4,3,0,0,1,3,0,0,5,1,15,1,87,4,5,0.55,0.6666666666666666
t1,김상수,2021,4,0,0,0,0,5,0,0,1,0,14,0,72,4,5,0.47368421052631576,0.2857142857142857
t2,김상수,2021,6,0,0,0,0,2,0,0,2,0,16,1,68,5,5,0.4444444444444444,0.375
t3,김상수,2021,4,1,0,0,0,3,0,0,1,0,15,0,78,6,5,0.4444444444444444,0.4
t4,김상수,2021,3,0,0,0,0,1,0,0,3,0,13,1,66,5,5,0.2857142857142857,0.23076923076923078
t6,김상수,2021,5,0,0,0,0,3,0,1,0,0,12,0,59,6,5,0.5333333333333333,0.4166666666666667
t7,김상수,2021,4,2,0,0,0,2,0,0,1,1,17,0,62,5,5,0.4,0.47058823529411764
t8,김상수,2021,0,0,0,0,0,1,0,0,3,2,15,0,68,6,5,0.05555555555555555,0.0
t9,김상수,2021,4,0,0,0,0,0,0,2,1,2,18,0,62,5,5,0.2,0.2222222222222222
t10,김상수,2021,4,1,0,0,0,1,0,0,3,0,17,0,74,6,5,0.3333333333333333,0.35294117647058826
t11,김상수,2021,4,1,0,0,0,2,0,0,2,1,17,0,73,7,5,0.35,0.35294117647058826
t12,김상수,2021,0,0,0,0,0,4,0,0,2,0,12,0,72,5,5,0.25,0.0
t13,김상수,2021,2,0,0,0,1,0,0,0,0,0,22,0,79,6,5,0.13043478260869565,0.09090909090909091
t14,김상수,2021,5,1,0,0,1,3,0,0,4,0,18,0,86,6,5,0.45454545454545453,0.3888888888888889
t15,김상수,2021,5,0,0,0,0,2,0,0,3,0,20,0,91,5,5,0.3181818181818182,0.25
t16,김상수,2021,5,0,0,0,0,2,0,0,1,1,14,0,60,5,5,0.4117647058823529,0.35714285714285715
t17,김상수,2021,2,1,0,0,0,6,0,2,4,0,17,1,113,5,5,0.391304347826087,0.23529411764705882
t18,김상수,2021,5,0,1,0,0,3,0,2,2,1,17,0,83,4,5,0.42857142857142855,0.47058823529411764
t1,나성범,2021,5,1,0,0,1,0,0,0,1,0,15,0,49,5,5,0.4375,0.4666666666666667
t2,나성범,2021,5,0,0,2,0,2,0,0,4,0,17,0,90,7,5,0.47368421052631576,0.7647058823529411
t3,나성범,2021,6,3,0,2,0,1,0,1,7,0,21,0,85,6,5,0.5454545454545454,0.9523809523809523
t5,나성범,2021,4,1,0,2,0,0,0,0,4,0,20,0,83,7,5,0.35,0.7
t6,나성범,2021,7,1,0,0,2,1,0,1,6,0,23,0,95,4,5,0.4230769230769231,0.391304347826087
t7,나성범,2021,6,0,0,0,0,1,1,0,5,0,20,0,67,4,5,0.36363636363636365,0.3
t8,나성범,2021,7,2,0,0,0,1,0,2,3,0,21,0,81,4,5,0.45454545454545453,0.5238095238095238
t9,나성범,2021,7,0,0,2,0,1,0,0,2,0,20,1,79,6,5,0.47619047619047616,0.75
t10,나성범,2021,4,2,0,1,0,3,0,0,7,0,18,0,90,5,5,0.47619047619047616,0.6666666666666666
t11,나성범,2021,9,3,0,0,0,1,0,0,4,0,22,0,83,6,5,0.5652173913043478,0.6818181818181818
t12,나성범,2021,3,0,0,0,1,2,0,0,4,0,20,0,78,6,5,0.2608695652173913,0.15
t13,나성범,2021,6,2,0,1,1,3,0,0,4,0,20,0,108,4,5,0.5416666666666666,0.7
t14,나성범,2021,7,0,0,3,2,1,0,1,5,0,20,0,87,6,5,0.5652173913043478,0.95
t15,나성범,2021,6,1,0,2,1,1,0,0,5,0,22,0,102,5,5,0.4583333333333333,0.7272727272727273
t16,나성범,2021,5,0,0,1,0,2,0,0,5,0,20,0,85,5,5,0.36363636363636365,0.45
t17,나성범,2021,2,0,0,1,1,4,1,0,7,0,19,0,91,4,5,0.36,0.3157894736842105
t18,나성범,2021,7,3,1,1,1,1,0,0,7,0,23,0,85,4,5,0.56,0.8695652173913043
t1,한유섬,2021,7,0,0,3,0,1,0,2,0,0,16,0,59,5,5,0.6470588235294118,1.1875
t2,한유섬,2021,1,0,0,1,1,0,0,1,8,0,16,0,69,5,5,0.17647058823529413,0.3125
t3,한유섬,2021,5,0,0,3,0,1,0,0,4,0,20,0,82,6,5,0.42857142857142855,0.85
t4,한유섬,2021,4,0,0,0,0,1,0,0,3,0,17,0,72,34,5,0.2777777777777778,0.23529411764705882
t5,한유섬,2021,4,2,0,0,1,5,0,0,3,0,13,0,88,5,5,0.631578947368421,0.6153846153846154
t6,한유섬,2021,5,1,0,2,0,1,1,2,5,0,21,0,95,5,5,0.43478260869565216,0.7142857142857143
t7,한유섬,2021,4,0,0,1,1,1,0,1,1,0,11,0,47,6,5,0.5384615384615384,0.7272727272727273
t8,한유섬,2021,3,0,0,2,1,5,0,1,2,1,12,0,72,3,5,0.5789473684210527,0.9166666666666666
t9,한유섬,2021,6,0,0,3,1,2,0,0,4,0,16,0,78,5,5,0.631578947368421,1.125
t10,한유섬,2021,2,0,0,0,0,4,0,0,7,0,13,0,71,7,5,0.35294117647058826,0.15384615384615385
t11,한유섬,2021,5,2,0,1,0,2,0,1,4,0,17,0,74,6,5,0.5263157894736842,0.7647058823529411
t12,한유섬,2021,3,0,0,1,0,0,0,0,6,0,20,0,105,6,5,0.2,0.35
t13,한유섬,2021,6,2,0,0,0,1,0,0,6,0,18,0,80,4,5,0.47368421052631576,0.5555555555555556
t14,한유섬,2021,5,0,0,1,0,3,1,0,4,0,22,0,85,7,5,0.38461538461538464,0.4090909090909091
t15,한유섬,2021,7,1,0,1,0,1,0,0,4,0,19,0,81,5,5,0.5,0.6842105263157895
t16,한유섬,2021,5,2,0,1,0,2,0,0,5,0,19,0,84,5,5,0.47619047619047616,0.6842105263157895
t17,한유섬,2021,1,1,0,0,1,2,0,0,4,0,13,0,51,5,5,0.3125,0.23076923076923078
t18,한유섬,2021,4,1,0,0,4,3,0,0,2,0,12,0,75,4,5,0.631578947368421,0.5
t1,알테어,2021,3,1,0,1,1,2,0,1,2,0,12,0,65,5,5,0.5333333333333333,0.75
t2,알테어,2021,4,1,0,1,0,3,0,0,6,0,16,1,71,7,5,0.47368421052631576,0.625
t3,알테어,2021,3,0,0,1,0,3,0,0,4,0,18,0,78,6,5,0.3333333333333333,0.3888888888888889
t5,알테어,2021,4,0,0,2,0,1,0,0,7,0,18,0,88,7,5,0.3684210526315789,0.6666666666666666
t6,알테어,2021,6,0,0,2,0,3,1,0,7,0,21,1,92,4,5,0.48,0.6666666666666666
t7,알테어,2021,1,0,0,0,1,0,0,0,12,0,15,1,69,4,5,0.125,0.06666666666666667
t8,알테어,2021,6,1,0,1,1,3,0,1,5,0,18,0,99,5,5,0.5454545454545454,0.6666666666666666
t9,알테어,2021,4,1,0,0,0,2,0,0,5,0,19,0,88,5,5,0.3333333333333333,0.3157894736842105
t10,알테어,2021,4,0,0,0,1,1,0,0,6,0,17,0,75,4,5,0.3157894736842105,0.23529411764705882
t11,알테어,2021,3,1,0,1,0,1,0,0,2,0,15,1,51,4,5,0.375,0.6
t12,알테어,2021,4,1,0,1,1,2,0,0,0,0,9,1,48,6,5,0.75,1.1111111111111112
t13,알테어,2021,4,1,0,0,0,3,0,0,8,0,21,1,99,5,5,0.3333333333333333,0.2857142857142857
t14,알테어,2021,8,1,0,2,0,3,0,1,2,0,19,0,80,6,5,0.6363636363636364,0.9473684210526315
t15,알테어,2021,8,2,0,1,2,0,0,0,5,0,18,0,69,5,5,0.65,0.8888888888888888
t16,알테어,2021,3,1,0,2,1,2,0,0,6,0,16,0,83,5,5,0.47368421052631576,0.8125
t17,알테어,2021,6,1,0,3,0,2,0,0,3,0,18,1,72,5,5,0.6,1.1111111111111112
t18,알테어,2021,8,1,0,3,0,1,0,0,8,0,21,1,77,4,5,0.5909090909090909,1.0476190476190477
t1,김민수,2021,0,0,0,0,2,1,0,0,6,0,8,0,51,2,5,0.2727272727272727,0.0
t2,김민수,2021,4,2,0,0,1,0,0,1,1,1,13,0,46,16,5,0.4666666666666667,0.6153846153846154
t3,김민수,2021,2,0,0,0,0,0,0,0,4,0,12,0,51,34,5,0.16666666666666666,0.16666666666666666
t4,김민수,2021,2,0,0,0,0,1,0,0,5,1,10,0,45,9,5,0.25,0.2
t5,김민수,2021,2,0,0,1,0,1,0,0,0,0,7,0,18,5,5,0.5,0.8571428571428571
t6,김민수,2021,2,0,0,0,0,3,0,1,3,0,15,0,86,3,5,0.2777777777777778,0.13333333333333333
t7,김민수,2021,4,1,0,0,0,0,0,0,0,0,12,0,37,3,5,0.4166666666666667,0.5
t8,김민수,2021,5,0,1,1,0,2,0,2,3,0,19,0,100,4,5,0.42857142857142855,0.631578947368421
t9,김민수,2021,6,2,0,0,1,0,0,0,4,0,15,0,45,4,5,0.5625,0.6666666666666666
t10,김민수,2021,4,2,0,0,0,2,0,0,7,0,19,0,84,4,5,0.38095238095238093,0.42105263157894735
t11,김민수,2021,3,0,0,1,0,1,0,0,4,1,15,0,66,4,5,0.29411764705882354,0.4666666666666667
t12,김민수,2021,3,1,0,0,0,1,0,0,3,0,9,0,37,2,5,0.5,0.5555555555555556
t13,김민수,2021,3,0,0,0,0,1,0,0,1,1,12,0,49,5,5,0.2857142857142857,0.25
t14,김민수,2021,2,1,0,1,0,2,0,1,4,0,14,0,66,12,5,0.375,0.5714285714285714
t15,김민수,2021,6,3,0,1,0,1,0,0,4,0,15,0,55,7,5,0.6875,1.0666666666666667
t16,김민수,2021,2,1,0,0,0,2,0,1,4,0,11,0,50,4,5,0.38461538461538464,0.36363636363636365
t17,김민수,2021,1,0,0,0,0,0,0,0,2,0,6,0,25,6,5,0.16666666666666666,0.16666666666666666
t18,김민수,2021,4,0,0,0,0,1,0,0,1,1,7,0,30,11,5,0.5555555555555556,0.5714285714285714
t1,손아섭,2021,4,0,0,0,0,2,0,0,2,0,20,0,80,6,5,0.2727272727272727,0.2
t2,손아섭,2021,4,1,0,0,0,2,0,0,2,2,17,1,63,6,5,0.3333333333333333,0.35294117647058826
t3,손아섭,2021,2,1,0,0,0,2,0,1,3,0,17,0,72,4,5,0.2631578947368421,0.23529411764705882
t4,손아섭,2021,6,0,0,0,0,4,0,0,2,1,15,1,68,7,5,0.5,0.4
t5,손아섭,2021,6,1,0,0,0,2,0,2,5,0,21,0,89,6,5,0.391304347826087,0.38095238095238093
t6,손아섭,2021,11,2,1,0,0,3,0,0,3,0,21,0,85,5,5,0.7083333333333334,0.8571428571428571
t7,손아섭,2021,8,2,0,1,0,1,0,1,3,0,19,0,86,3,5,0.6,0.8421052631578947
t8,손아섭,2021,7,1,0,0,0,3,0,0,0,0,21,0,80,6,5,0.4583333333333333,0.42857142857142855
t9,손아섭,2021,8,1,0,0,0,3,0,1,4,0,21,1,86,7,5,0.5,0.47619047619047616
t10,손아섭,2021,4,1,0,0,0,1,0,0,1,0,16,0,61,4,5,0.35294117647058826,0.375
t11,손아섭,2021,5,1,0,0,0,5,1,0,1,0,16,0,83,5,5,0.5454545454545454,0.4375
t12,손아섭,2021,7,0,0,0,0,2,0,0,1,0,20,1,85,4,5,0.4090909090909091,0.35
